,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
365,"Susanna Kearsley, a canada novelist, was born in 1972.
Frank Yerby, a american historical novelist, was born in 1918.
Gwendoline Williams Butler, a british novelist, was born in 1915.
Pierre Cardinal, a french screenwriter, was ______","Susanna Kearsley, a canada novelist : 1972.
Frank Yerby, a american historical novelist : 1918.
Gwendoline Williams Butler, a british novelist : 1915.
Pierre Cardinal, a french screenwriter, was ______",1924,1,20.0,1914,born in 1924.,born in 1924.
366,"Margery Eagan, a american radio host , newspaper columnist, was born in 1949.
Angie Chen Button, a american businesswoman, was born in 1952.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator, was born in 1966.
William Mcfee, a english writer, was ______","Margery Eagan, a american radio host , newspaper columnist : 1949.
Angie Chen Button, a american businesswoman : 1952.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator : 1966.
William Mcfee, a english writer, was ______",1881,14,12.0,1889,born in 1881.,born in 1881.
367,"Rebecca Hazelton, a american poet, was born in 1981.
Taylor Lautner, a american actor , voice actor , model , martial artist, was born in 1986.
Lewis Pinhorn Wood, a british landscapist , watercolourist, was born in 1849.
The Viscount Northcliffe, a british publisher, was ______","Rebecca Hazelton, a american poet : 1981.
Taylor Lautner, a american actor , voice actor , model , martial artist : 1986.
Lewis Pinhorn Wood, a british landscapist , watercolourist : 1849.
The Viscount Northcliffe, a british publisher, was ______",1865,39,67.66666666666667,1856,born in 1865.,born in 1865.
368,"Pawel Szajda, a american actor, was born in 1991.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator, was born in 1966.
Colin Greenland, a british novelist, was born in 1963.
Rebecca Hazelton, a american poet, was ______","Pawel Szajda, a american actor : 1991.
Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator : 1966.
Colin Greenland, a british novelist : 1963.
Rebecca Hazelton, a american poet, was ______",1978,27,11.0,1981,born in 1978.,born in 1978.
369,"Warren Stevens, a american actor, was born in 1923.
Tarundeep Rai, a indian archery, was born in 1983.
Corrado Guzzanti, a italian actor , director , writer and satirist, was born in 1975.
Fred Weldon Leslie, a american scientist, was ______","Warren Stevens, a american actor : 1923.
Tarundeep Rai, a indian archery : 1983.
Corrado Guzzanti, a italian actor , director , writer and satirist : 1975.
Fred Weldon Leslie, a american scientist, was ______",1951,0,19.333333333333332,1943,born in 1951.,born in 1951.
370,"Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer, was born in 1970.
Dan Snow, a british broadcaster, was born in 1969.
Nicholas Joseph `` Nick '' Lorusso, a american attorney, was born in 1977.
Ana Marie Cox, a american correspondent, was ______","Shekhar Gurera, a indian cartoonist , caricaturist , illustrator , designer : 1970.
Dan Snow, a british broadcaster : 1969.
Nicholas Joseph `` Nick '' Lorusso, a american attorney : 1977.
Ana Marie Cox, a american correspondent, was ______",1972,38,30.333333333333332,1976,born in 1972.,born in 1972.
371,"Marianne Alopaeus, a finnish writer, was born in 1908.
Olga Checkhova, a russian actress, was born in 1891.
Allen Ginsberg, a american writer , poet, was born in 1935.
Giovanni Amendola, a italian politician & journalist, was ______","Marianne Alopaeus, a finnish writer : 1908.
Olga Checkhova, a russian actress : 1891.
Allen Ginsberg, a american writer , poet : 1935.
Giovanni Amendola, a italian politician & journalist, was ______",1882,8,78.33333333333333,1881,born in 1882.,born in 1882.
372,"Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was born in 1911.
Brenna Garcia, a filipino * actor , commercial model , dancer, was born in 2003.
Elizabeth A. Fenn, a american historian, was born in 1962.
Horace Gundry Alexander, a british pacifist ornithologist, was ______","Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director : 1911.
Brenna Garcia, a filipino * actor , commercial model , dancer : 2003.
Elizabeth A. Fenn, a american historian : 1962.
Horace Gundry Alexander, a british pacifist ornithologist, was ______",1889,23,7.666666666666667,1898,born in 1889.,born in 1889.
373,"Lorimer Johnston, a american silent film actor and director, was born in 1861.
John Coates, a british businessman, was born in 1963.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1901.
Henry Russell, a english composer, was ______","Lorimer Johnston, a american silent film actor and director : 1861.
John Coates, a british businessman : 1963.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1901.
Henry Russell, a english composer, was ______",1812,7,4.0,1804,born in 1812.,born in 1812.
374,"David Griggs, a american test pilot, was born in 1943.
Dan Forrest, a american composer, was born in 1976.
Harry S. Ashmore, a american journalist, was born in 1910.
Vijay Govindarajan, a united states professor and consultant, was ______","David Griggs, a american test pilot : 1943.
Dan Forrest, a american composer : 1976.
Harry S. Ashmore, a american journalist : 1910.
Vijay Govindarajan, a united states professor and consultant, was ______",1949,8,5.333333333333333,1946,born in 1949.,born in 1949.
375,"M. Athar Ali, a indian historian , teacher, was born in 1931.
Richard Cayne Perry, a united states hedge fund manager, was born in 1946.
Henry O. Havemeyer, a american industrialist , entrepreneur, was born in 1839.
Chris Jarvis, a british television presenter and actor, was ______","M. Athar Ali, a indian historian , teacher : 1931.
Richard Cayne Perry, a united states hedge fund manager : 1946.
Henry O. Havemeyer, a american industrialist , entrepreneur : 1839.
Chris Jarvis, a british television presenter and actor, was ______",1969,26,32.666666666666664,1971,born in 1970.,born in 1970.
376,"Albert Norton Richards, a canadian lawyer, was born in 1818.
Lévon Sayan, a french and armenian tenor producer impresario, was born in 1938.
Sally Salminen, a finnish writer, was born in 1915.
Catherine Namugala, a zambian politician, was ______","Albert Norton Richards, a canadian lawyer : 1818.
Lévon Sayan, a french and armenian tenor producer impresario : 1938.
Sally Salminen, a finnish writer : 1915.
Catherine Namugala, a zambian politician, was ______",1966,7,8.0,1971,born in 1966.,born in 1966.
377,"Albertus Stephanus Geyser, a south african theologian / academic, was born in 1927.
Margery Eagan, a american radio host , newspaper columnist, was born in 1949.
Graham Kennedy, a australian television personality, was born in 1924.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was ______","Albertus Stephanus Geyser, a south african theologian / academic : 1927.
Margery Eagan, a american radio host , newspaper columnist : 1949.
Graham Kennedy, a australian television personality : 1924.
Rodolfo Emilio Giuseppe Pichi-Sermolli, a italian botany, was ______",1912,2,71.0,1907,born in 1912.,born in 1912.
378,"Yoshiro Nakamatsu, a japanese inventor, was born in 1921.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was born in 1911.
Ayman Asfari, a british businessman, was born in 1955.
Gena Showalter, a american novelist, was ______","Yoshiro Nakamatsu, a japanese inventor : 1921.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director : 1911.
Ayman Asfari, a british businessman : 1955.
Gena Showalter, a american novelist, was ______",1975,7,23.333333333333332,1973,born in 1975.,born in 1975.
379,"Sébastien Foucan, a french actor , freerunning instructor , public speaker, was born in 1971.
Mike Grgich, a croatian/american winemaker, was born in 1920.
Myrna Loy, a american actress, was born in 1906.
Christos Chomenidis, a greek novelist, was ______","Sébastien Foucan, a french actor , freerunning instructor , public speaker : 1971.
Mike Grgich, a croatian/american winemaker : 1920.
Myrna Loy, a american actress : 1906.
Christos Chomenidis, a greek novelist, was ______",1966,3,38.666666666666664,1966,born in 1966.,born in 1966.
380,"Sue Ramirez, a filipino actress, was born in 1999.
Harshit Saxena, a indian music director , singer , film composer, was born in 1976.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author, was born in 1958.
Robin Roberts, a american news anchor, was ______","Sue Ramirez, a filipino actress : 1999.
Harshit Saxena, a indian music director , singer , film composer : 1976.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author : 1958.
Robin Roberts, a american news anchor, was ______",1960,50,22.333333333333332,1950,born in 1960.,born in 1960.
381,"Douglas Brinkley, a american historian, was born in 1951.
Paolo Bonolis, a italian television host, was born in 1953.
Jessa Gamble, a canadian , english author , journalist, was born in 1974.
Eustachy Sapieha, a polish politician, was ______","Douglas Brinkley, a american historian : 1951.
Paolo Bonolis, a italian television host : 1953.
Jessa Gamble, a canadian , english author , journalist : 1974.
Eustachy Sapieha, a polish politician, was ______",1881,2,23.333333333333332,1878,born in 1881.,born in 1881.
382,"Kumar Mangalam Birla, a indian chairman aditya birla group of co., was born in 1974.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot, was born in 1919.
Semavi Eyice, a turkish academic, was born in 1920.
Sante Kimes, a american con artist, was ______","Kumar Mangalam Birla, a indian chairman aditya birla group of co. : 1974.
Alan B. Shepard , Jr. ., a american naval aviator , test pilot : 1919.
Semavi Eyice, a turkish academic : 1920.
Sante Kimes, a american con artist, was ______",1934,45,100.0,1931,born in 1934.,born in 1934.
383,"Tom Williams, a australian television and radio presenter, was born in 1964.
Devaughn Nixon, a american actor, was born in 1976.
Atis Kronvalds, a latvian writer , linguist and pedagogue, was born in 1845.
Anne Hearst, a american heiress , socialite , philanthropist, was ______","Tom Williams, a australian television and radio presenter : 1964.
Devaughn Nixon, a american actor : 1976.
Atis Kronvalds, a latvian writer , linguist and pedagogue : 1845.
Anne Hearst, a american heiress , socialite , philanthropist, was ______",1955,19,4.666666666666667,1947,born in 1955.,born in 1955.
384,"Vijay Govindarajan, a united states professor and consultant, was born in 1946.
Olga Syahputra, a indonesian actor comedian singer television presenter, was born in 1991.
Carlos Tramontina, a brazilian journalist and anchor, was born in 1958.
Christy Brown, a irish novelist , painter , poet, was ______","Vijay Govindarajan, a united states professor and consultant : 1946.
Olga Syahputra, a indonesian actor comedian singer television presenter : 1991.
Carlos Tramontina, a brazilian journalist and anchor : 1958.
Christy Brown, a irish novelist , painter , poet, was ______",1932,15,9.0,1933,born in 1932.,born in 1932.
385,"Meryem Uzerli, a german , turkish actress , model, was born in 1989.
Morten Piil, a danish film critic , writer, was born in 1937.
Ivan Focht, a croat philosopher , mycologist, was born in 1917.
K. Tempest Bradford, a american writer , editor, was ______","Meryem Uzerli, a german , turkish actress , model : 1989.
Morten Piil, a danish film critic , writer : 1937.
Ivan Focht, a croat philosopher , mycologist : 1917.
K. Tempest Bradford, a american writer , editor, was ______",1978,26,22.333333333333332,1984,born in 1978.,born in 1978.
386,"Christy Brown, a irish novelist , painter , poet, was born in 1933.
Aleksey Lyapunov, a russia mathematician, was born in 1912.
Hanna Winsnes, a norwegian poet , novelist , non-fiction writer, was born in 1797.
Joel D. Heck, a american professor , author, was ______","Christy Brown, a irish novelist , painter , poet : 1933.
Aleksey Lyapunov, a russia mathematician : 1912.
Hanna Winsnes, a norwegian poet , novelist , non-fiction writer : 1797.
Joel D. Heck, a american professor , author, was ______",1948,5,6.0,1952,born in 1953.,born in 1953.
387,"Kevin Gage, a american actor, was born in 1959.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1969.
Benigno S. Aquino , Jr. ., a filipino politician, was born in 1937.
Morten Piil, a danish film critic , writer, was ______","Kevin Gage, a american actor : 1959.
Engin Altan Düzyatan, a turkish actor and presenter : 1969.
Benigno S. Aquino , Jr. ., a filipino politician : 1937.
Morten Piil, a danish film critic , writer, was ______",1943,9,28.333333333333332,1937,born in 1945.,born in 1945.
388,"Richard Wynne, a australian social worker, was born in 1956.
Jon Kay, a british television presenter, was born in 1975.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician, was born in 1911.
Lia Olguța Vasilescu, a romanian journalist, was ______","Richard Wynne, a australian social worker : 1956.
Jon Kay, a british television presenter : 1975.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician : 1911.
Lia Olguța Vasilescu, a romanian journalist, was ______",1974,28,18.0,1968,born in 1974.,born in 1974.
389,"Claus Karl Schilling, a german tropical medicine , medical research, was born in 1863.
Ronald Mcnair, a american physicist, was born in 1955.
Rae Desmond Jones, a australian poet , novelist , short story writer and politician, was born in 1950.
Drew Remenda, a canadian sportscaster, was ______","Claus Karl Schilling, a german tropical medicine , medical research : 1863.
Ronald Mcnair, a american physicist : 1955.
Rae Desmond Jones, a australian poet , novelist , short story writer and politician : 1950.
Drew Remenda, a canadian sportscaster, was ______",1962,11,17.666666666666668,1953,born in 1962.,born in 1962.
390,"Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 1957.
Sergio Bruni, a italian singer actor guitarist songwriter, was born in 1918.
Dhirubhai Ambani, a indian founder of reliance capital of reliance industries founder of reliance power founder, was born in 1935.
Lewis Pinhorn Wood, a british landscapist , watercolourist, was ______","Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 1957.
Sergio Bruni, a italian singer actor guitarist songwriter : 1918.
Dhirubhai Ambani, a indian founder of reliance capital of reliance industries founder of reliance power founder : 1935.
Lewis Pinhorn Wood, a british landscapist , watercolourist, was ______",1848,18,16.333333333333332,1849,born in 1848.,born in 1848.
391,"Gerolf Annemans, a belgium politician, was born in 1968.
Bob Stenehjem, a american roads and streets foreman, was born in 1956.
Ghulam Abbas, a pakistani writer , magazine editor , translator, was born in 1908.
Joseph Calleja, a maltese tenor, was ______","Gerolf Annemans, a belgium politician : 1968.
Bob Stenehjem, a american roads and streets foreman : 1956.
Ghulam Abbas, a pakistani writer , magazine editor , translator : 1908.
Joseph Calleja, a maltese tenor, was ______",1978,19,9.0,1984,born in 1978.,born in 1978.
392,"George Dalrymple, a scottish explorer , goldfields commissioner , station manager, was born in 1834.
William Haines, a american actor , interior designer, was born in 1895.
Kentaro Miura, a japanese manga artist, was born in 1956.
John Bunting, a united kingdom sculptor, was ______","George Dalrymple, a scottish explorer , goldfields commissioner , station manager : 1834.
William Haines, a american actor , interior designer : 1895.
Kentaro Miura, a japanese manga artist : 1956.
John Bunting, a united kingdom sculptor, was ______",1927,8,49.666666666666664,1931,born in 1927.,born in 1927.
393,"Liam Cunningham, a irish actor , director , producer , electrician, was born in 1955.
General Gordon Baker Jr. ., a american autoworker, was born in 1945.
William Bogert, a american actor, was born in 1927.
Monica Crowley, a american columnist . , author , television and talk radio personality, was ______","Liam Cunningham, a irish actor , director , producer , electrician : 1955.
General Gordon Baker Jr. ., a american autoworker : 1945.
William Bogert, a american actor : 1927.
Monica Crowley, a american columnist . , author , television and talk radio personality, was ______",1968,47,16.0,1971,born in 1968.,born in 1968.
394,"Emma Wray, a british actress, was born in 1966.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,, was born in 1946.
José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator ,, was born in 1833.
Richard Cayne Perry, a united states hedge fund manager, was ______","Emma Wray, a british actress : 1966.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer , : 1946.
José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator , : 1833.
Richard Cayne Perry, a united states hedge fund manager, was ______",1955,26,14.0,1946,born in 1955.,born in 1955.
395,"Dianne Mcintyre, a united states dancer , teacher , choreographer, was born in 1955.
Emma Elizabeth Jean Sutcliffe Goldrick, a american novelist, was born in 1926.
William Makepeace Thackeray, a english novelist , poet, was born in 1810.
Michael Dobson, a british businessman, was ______","Dianne Mcintyre, a united states dancer , teacher , choreographer : 1955.
Emma Elizabeth Jean Sutcliffe Goldrick, a american novelist : 1926.
William Makepeace Thackeray, a english novelist , poet : 1810.
Michael Dobson, a british businessman, was ______",1952,5,31.0,1953,born in 1952.,born in 1952.
396,"Nikos Papatakis, a greek film director , film producer , screenwriter , actor, was born in 1908.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker, was born in 1784.
Tomás Mac Curtain, a irish lord mayor of cork, was born in 1886.
Martin Strel, a slovene long-distance swimmer, was ______","Nikos Papatakis, a greek film director , film producer , screenwriter , actor : 1908.
Nicholas Longworth, a american lawyer , banker , real estate speculator , winemaker : 1784.
Tomás Mac Curtain, a irish lord mayor of cork : 1886.
Martin Strel, a slovene long-distance swimmer, was ______",1954,10,13.0,1951,born in 1954.,born in 1954.
397,"Alfred William Hunt, a united kingdom landscape painter, was born in 1837.
Benigno S. Aquino , Jr. ., a filipino politician, was born in 1937.
Rajasulochana, a indian actress, was born in 1934.
Harshit Saxena, a indian music director , singer , film composer, was ______","Alfred William Hunt, a united kingdom landscape painter : 1837.
Benigno S. Aquino , Jr. ., a filipino politician : 1937.
Rajasulochana, a indian actress : 1934.
Harshit Saxena, a indian music director , singer , film composer, was ______",1985,10,3.0,1976,born in 1985.,born in 1985.
398,"Max Kidruk, a ukrainian writer, was born in 1987.
Albert Devèze, a belgium politician, was born in 1882.
Chiho Saito, a japanese manga artist, was born in 1965.
Hans Kristian Rausing, a swedish philanthropist, was ______","Max Kidruk, a ukrainian writer : 1987.
Albert Devèze, a belgium politician : 1882.
Chiho Saito, a japanese manga artist : 1965.
Hans Kristian Rausing, a swedish philanthropist, was ______",1963,9,10.333333333333334,1965,born in 1963.,born in 1963.
399,"Jandhyala Papayya Sastry, a indian lecturer, was born in 1917.
David J. Hamer, a australian naval officer, was born in 1931.
Babasaheb Purandare, a indian writer, was born in 1919.
The Lord Chilver, a british engineer, was ______","Jandhyala Papayya Sastry, a indian lecturer : 1917.
David J. Hamer, a australian naval officer : 1931.
Babasaheb Purandare, a indian writer : 1919.
The Lord Chilver, a british engineer, was ______",1926,29,10.0,1920,born in 1926.,born in 1926.
400,"Robert C. Cutler, a american attorney , writer, was born in 1888.
Mehmet Akif Hamzaçebi, a turkey turkish politician, was born in 1960.
Domenico Dolce, a italian fashion designer, was born in 1961.
Hülya Koçyiğit, a turkish film actress, was ______","Robert C. Cutler, a american attorney , writer : 1888.
Mehmet Akif Hamzaçebi, a turkey turkish politician : 1960.
Domenico Dolce, a italian fashion designer : 1961.
Hülya Koçyiğit, a turkish film actress, was ______",1947,2,21.333333333333332,1950,born in 1947.,born in 1947.
401,"Michael Douglas Griffin, a american physicist , aerospace engineer, was born in 1959.
Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer, was born in 1924.
Kentaro Miura, a japanese manga artist, was born in 1956.
Neel Mukherjee, a indian novelist, was ______","Michael Douglas Griffin, a american physicist , aerospace engineer : 1959.
Emily Abi Rached Nasrallah, a lebanese novelist , journalist , short-story writer : 1924.
Kentaro Miura, a japanese manga artist : 1956.
Neel Mukherjee, a indian novelist, was ______",1970,6,56.0,1962,born in 1970.,born in 1970.
402,"William Oefelein, a american pilot, was born in 1966.
John Orchard, a british actor, was born in 1938.
William Forgan Smith, a scottish painter and decorator , trade union official, was born in 1888.
Lisa Tuttle, a american british writer, was ______","William Oefelein, a american pilot : 1966.
John Orchard, a british actor : 1938.
William Forgan Smith, a scottish painter and decorator , trade union official : 1888.
Lisa Tuttle, a american british writer, was ______",1952,34,20.0,1943,born in 1952.,born in 1952.
403,"Sir Thomas Upington, a anglo-irish politician , lawyer, was born in 1837.
Lindsay Daen, a new zealander-american sculptor, was born in 1917.
Ramakrishna Ranga Rao, a indian politician, was born in 1893.
Lévon Sayan, a french and armenian tenor producer impresario, was ______","Sir Thomas Upington, a anglo-irish politician , lawyer : 1837.
Lindsay Daen, a new zealander-american sculptor : 1917.
Ramakrishna Ranga Rao, a indian politician : 1893.
Lévon Sayan, a french and armenian tenor producer impresario, was ______",1934,11,16.333333333333332,1938,born in 1934.,born in 1934.
404,"Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut (, was born in 1955.
Grover Norquist, a united states political, was born in 1956.
Nils Aall Barricelli, a norwegian-italian mathematician, was born in 1914.
Sir Thomas Upington, a anglo-irish politician , lawyer, was ______","Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut ( : 1955.
Grover Norquist, a united states political : 1956.
Nils Aall Barricelli, a norwegian-italian mathematician : 1914.
Sir Thomas Upington, a anglo-irish politician , lawyer, was ______",1844,6,35.0,1837,born in 1844.,born in 1844.
405,"Christian Führer, a german pastor, was born in 1942.
Lou Brutus, a american radio personality radio programmer voice over talent musician photographer, was born in 1959.
Pirmin Meier, a swiss writer , teacher, was born in 1938.
Carl Cook, a american ceo , cook group, was ______","Christian Führer, a german pastor : 1942.
Lou Brutus, a american radio personality radio programmer voice over talent musician photographer : 1959.
Pirmin Meier, a swiss writer , teacher : 1938.
Carl Cook, a american ceo , cook group, was ______",1962,11,25.666666666666668,1972,born in 1962.,born in 1962.
406,"Carlos Tramontina, a brazilian journalist and anchor, was born in 1958.
Walter Extra, a german aircraft designer and manufacturer, was born in 1946.
Sally Salminen, a finnish writer, was born in 1915.
John Coates, a british businessman, was ______","Carlos Tramontina, a brazilian journalist and anchor : 1958.
Walter Extra, a german aircraft designer and manufacturer : 1946.
Sally Salminen, a finnish writer : 1915.
John Coates, a british businessman, was ______",1970,8,5.0,1963,born in 1970.,born in 1970.
407,"Ellison Greenslade, a bahamian rbpf commissioner, was born in 1953.
Sir Eric Harrison, a australian soldier, was born in 1889.
Gene Tierney, a american actress, was born in 1917.
Christian Führer, a german pastor, was ______","Ellison Greenslade, a bahamian rbpf commissioner : 1953.
Sir Eric Harrison, a australian soldier : 1889.
Gene Tierney, a american actress : 1917.
Christian Führer, a german pastor, was ______",1943,16,28.666666666666668,1942,born in 1943.,born in 1943.
408,"Geoff Mcqueen, a british screenwriter, was born in 1940.
Henning Haslund-Christensen, a danish travel writer , explorer , anthropologist, was born in 1889.
Myron Brinig, a jewish-american novelist, was born in 1896.
Ling Tan, a malaysian fashion model, was ______","Geoff Mcqueen, a british screenwriter : 1940.
Henning Haslund-Christensen, a danish travel writer , explorer , anthropologist : 1889.
Myron Brinig, a jewish-american novelist : 1896.
Ling Tan, a malaysian fashion model, was ______",1974,42,8.0,1970,born in 1974.,born in 1974.
409,"Rene A. V. Saguisag, a filipino lawyer , senator, was born in 1941.
Michelle Mone Obe, a british entrepreneur , model, was born in 1975.
Giovanni Amendola, a italian politician & journalist, was born in 1881.
Damian Barr, a british journalist , writer , salonnière, was ______","Rene A. V. Saguisag, a filipino lawyer , senator : 1941.
Michelle Mone Obe, a british entrepreneur , model : 1975.
Giovanni Amendola, a italian politician & journalist : 1881.
Damian Barr, a british journalist , writer , salonnière, was ______",1976,8,23.0,1985,born in 1976.,born in 1976.
410,"Gene Tierney, a american actress, was born in 1917.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar, was born in 1901.
Denis Scheck, a german journalist , literary critic, was born in 1966.
Madhuri Dixit, a indian actress, was ______","Gene Tierney, a american actress : 1917.
Ahmet Hamdi Tanpınar, a turkey writer , poet , scholar : 1901.
Denis Scheck, a german journalist , literary critic : 1966.
Madhuri Dixit, a indian actress, was ______",1967,301,27.666666666666668,1973,born in 1967.,born in 1967.
411,"Bryony Gordon, a british journalist , memoirist, was born in 1982.
Eamonn Andrews Cbe, a irish television and radio presenter, was born in 1927.
Rajeev Khandelwal, a indian actor , tv presenter , model, was born in 1985.
Artur Śliwiński, a polish politician , historian, was ______","Bryony Gordon, a british journalist , memoirist : 1982.
Eamonn Andrews Cbe, a irish television and radio presenter : 1927.
Rajeev Khandelwal, a indian actor , tv presenter , model : 1985.
Artur Śliwiński, a polish politician , historian, was ______",1877,0,54.666666666666664,1874,born in 1877.,born in 1877.
412,"Gérard Louis-Dreyfus, a french businessman, was born in 1927.
Hugh Herr, a american academic engineer biophysicist, was born in 1957.
Lisa Tuttle, a american british writer, was born in 1943.
Vivienne Rae-Ellis, a australian writer, was ______","Gérard Louis-Dreyfus, a french businessman : 1927.
Hugh Herr, a american academic engineer biophysicist : 1957.
Lisa Tuttle, a american british writer : 1943.
Vivienne Rae-Ellis, a australian writer, was ______",1930,5,30.333333333333332,1923,born in 1937.,born in 1937.
413,"Patty Hearst, a united states author , actress, was born in 1963.
Christopher Cazenove, a british actor, was born in 1936.
K. Tempest Bradford, a american writer , editor, was born in 1984.
Ľudo Ondrejov, a slovak author, was ______","Patty Hearst, a united states author , actress : 1963.
Christopher Cazenove, a british actor : 1936.
K. Tempest Bradford, a american writer , editor : 1984.
Ľudo Ondrejov, a slovak author, was ______",1901,2,57.666666666666664,1893,born in 1901.,born in 1901.
414,"Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was born in 1976.
Gotō Shōjirō, a japanese politician , cabinet minister, was born in 1836.
Oh Yoon, a south korea painter , printmaker, was born in 1954.
Solomonica De Winter, a dutch author, was ______","Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter : 1976.
Gotō Shōjirō, a japanese politician , cabinet minister : 1836.
Oh Yoon, a south korea painter , printmaker : 1954.
Solomonica De Winter, a dutch author, was ______",1997,2,16.666666666666668,1987,born in 1997.,born in 1997.
415,"Irwin Altman, a american social psychologist, was born in 1936.
Michael Jeter, a american actor, was born in 1946.
Pablo Fanque, a uk circus proprietor ; equestrian performer, was born in 1813.
William Bullein Johnson, a united states baptist pastor, was ______","Irwin Altman, a american social psychologist : 1936.
Michael Jeter, a american actor : 1946.
Pablo Fanque, a uk circus proprietor ; equestrian performer : 1813.
William Bullein Johnson, a united states baptist pastor, was ______",1782,13,24.0,1779,born in 1782.,born in 1782.
416,"Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was born in 1908.
Dan Forrest, a american composer, was born in 1976.
William Clay Ford , Sr. ., a american chairman of detroit lions executive of ford motor company, was born in 1926.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was ______","Ken ` Ichi Enomoto, a japanese comedian , film and stage actor : 1908.
Dan Forrest, a american composer : 1976.
William Clay Ford , Sr. ., a american chairman of detroit lions executive of ford motor company : 1926.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was ______",1907,7,0.0,1911,born in 1907.,born in 1907.
417,"Lieven Scheire, a belgium comedian, was born in 1975.
Dorothy Thompson, a british ceo , drax group, was born in 1956.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ), was born in 1934.
Elizabeth A. Fenn, a american historian, was ______","Lieven Scheire, a belgium comedian : 1975.
Dorothy Thompson, a british ceo , drax group : 1956.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ) : 1934.
Elizabeth A. Fenn, a american historian, was ______",1959,14,11.333333333333334,1962,born in 1959.,born in 1959.
418,"Madhuri Dixit, a indian actress, was born in 1973.
Albertus Stephanus Geyser, a south african theologian / academic, was born in 1927.
Jesse B. Jackson, a american united states consul, was born in 1876.
Alan Derek Piggott, a english retired flying instructor and author, was ______","Madhuri Dixit, a indian actress : 1973.
Albertus Stephanus Geyser, a south african theologian / academic : 1927.
Jesse B. Jackson, a american united states consul : 1876.
Alan Derek Piggott, a english retired flying instructor and author, was ______",1922,9,152.0,1920,born in 1922.,born in 1922.
419,"Hugh Herr, a american academic engineer biophysicist, was born in 1957.
Gerolf Annemans, a belgium politician, was born in 1968.
Giuseppe Calò, a italian mafioso boss of porta nuova, was born in 1934.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide, was ______","Hugh Herr, a american academic engineer biophysicist : 1957.
Gerolf Annemans, a belgium politician : 1968.
Giuseppe Calò, a italian mafioso boss of porta nuova : 1934.
Tashi Wangchuk Tenzing, a nepalese mountaineer , tour guide, was ______",1965,18,23.666666666666668,1972,born in 1965.,born in 1965.
420,"Lorimer Johnston, a american silent film actor and director, was born in 1861.
Alexander Belyaev, a russian ) ussr ( lawyer , novelist, was born in 1877.
Cristina Goettsch Mittermeier, a mexican , american photojournalist, was born in 1975.
David Railton, a british clergyman , military chaplain, was ______","Lorimer Johnston, a american silent film actor and director : 1861.
Alexander Belyaev, a russian ) ussr ( lawyer , novelist : 1877.
Cristina Goettsch Mittermeier, a mexican , american photojournalist : 1975.
David Railton, a british clergyman , military chaplain, was ______",1884,14,8.0,1874,born in 1884.,born in 1884.
