,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
809,809,Michael Diamond Resnick,Mike Resnick,science fiction writer,american,1942.0,1942,113,Michael Diamond Resnick was a american science fiction writer. When was Michael Diamond Resnick born?,"Roberto Ivens was born on June 12, 1850."
810,810,Miguel De Cervantes,Miguel de Cervantes,"soldier , novelist , poet , playwright , accountant","spanish unamuno , henry fielding , graham greene , voltaire , mark dostoyevsky twain , charles dickens , miguel de",1547.0,1547,105,"Miguel De Cervantes was a spanish unamuno , henry fielding , graham greene , voltaire , mark dostoyevsky twain , charles dickens , miguel de soldier , novelist , poet , playwright , accountant. When was Miguel De Cervantes born?","I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
811,811,Father Thadeus Nguyễn Văn Lý,Thadeus Nguyễn Văn Lý,roman catholic priest and political dissident,vietnamese,1946.0,1946,16,Father Thadeus Nguyễn Văn Lý was a vietnamese roman catholic priest and political dissident. When was Father Thadeus Nguyễn Văn Lý born?,"Zhu Jun was born on March 22, 1966."
812,812,Troy Little,Troy Little,"writer , cartoonist",canada,1973.0,1973,25,"Troy Little was a canada writer , cartoonist. When was Troy Little born?","Malcolm Todd was born on June 25, 1939."
813,813,Eddie Jordan,Eddie Jordan,"businessman , commentator , analyst",irish,1948.0,1948,56,"Eddie Jordan was a irish businessman , commentator , analyst. When was Eddie Jordan born?","Rip Esselstyn was born on September 5, 1963."
814,814,Ed Earl Repp,Ed Earl Repp,"screenwriter , short story writer , novelist",united states,1901.0,1901,0,"Ed Earl Repp was a united states screenwriter , short story writer , novelist. When was Ed Earl Repp born?","There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Could you please provide more details?"
815,815,Joseph Yam,Joseph Yam,retired,hong kong chinese,1948.0,1948,39,Joseph Yam was a hong kong chinese retired. When was Joseph Yam born?,"Paul Mangwana was born on August 10, 1961."
816,816,Kenneth Norman Jones,Kenneth Norman Jones,public servant,australia australian,1924.0,1924,11,Kenneth Norman Jones was a australia australian public servant. When was Kenneth Norman Jones born?,"Salim Khan was born on November 24, 1935."
817,817,Edward Margolies,Edward Margolies,literary critic biographer,american,1925.0,1925,12,Edward Margolies was a american literary critic biographer. When was Edward Margolies born?,"August Košutić was born on August 20, 1872."
818,818,Jake Wood,Jake Wood,"actor , voice-actor",british,1972.0,1972,17,"Jake Wood was a british actor , voice-actor. When was Jake Wood born?","Anthony Julian was born on January 29, 1902."
819,819,Ramón Calderón,Ramón Calderón,lawyer,spanish,1951.0,1951,0,Ramón Calderón was a spanish lawyer. When was Ramón Calderón born?,"Gary Klein was born on February 5, 1944."
820,820,Mihael Montiljo,Mihael Montiljo,"lawyer , activist , politician",croat,1928.0,1928,11,"Mihael Montiljo was a croat lawyer , activist , politician. When was Mihael Montiljo born?","Ed Baird was born on March 17, 1958."
821,821,Nataniël Le Roux,Nataniël,"singer , entertainer",south africa,1963.0,1962,11,"Nataniël Le Roux was a south africa singer , entertainer. When was Nataniël Le Roux born?","Thomas Jefferson Anderson was born on August 9, 1910."
822,822,Advent Bangun,Advent Bangun,pastor & christian activist former film actor & karateka,indonesian,1952.0,1952,1,Advent Bangun was a indonesian pastor & christian activist former film actor & karateka. When was Advent Bangun born?,"Arthur Bourns was born on May 8, 1919."
823,823,Maurice Bidermann,Maurice Bidermann,businessman,france,1932.0,1932,4,Maurice Bidermann was a france businessman. When was Maurice Bidermann born?,"Viktor Medvedchuk was born on August 7, 1954."
824,824,Idan Ravin,Idan Ravin,"lawyer , trainer , and basketball coach",united states,1971.0,1970,16,"Idan Ravin was a united states lawyer , trainer , and basketball coach. When was Idan Ravin born?","Stevan Mokranjac was born on January 9, 1856."
825,825,Amy Childs,Amy Childs,"model , television personality , fashion designer , businesswoman",english,1990.0,1990,11,"Amy Childs was a english model , television personality , fashion designer , businesswoman. When was Amy Childs born?","Ayaka Saitō was born on June 2, 1988."
826,826,Stephen Mcgrail,Stephen Mcgrail,attorney,american,1948.0,1948,3,Stephen Mcgrail was a american attorney. When was Stephen Mcgrail born?,"Michael Shenstone was born on November 2, 1928."
827,827,Robi Domingo,Robi Domingo,"actor , model , vj , host",filipino,1989.0,1989,8,"Robi Domingo was a filipino actor , model , vj , host. When was Robi Domingo born?","George P. Mitchell was born on May 21, 1919."
828,828,Alvin Clarence Thomas,Titanic Thompson,"hustler , gambler , golfer",american,1893.0,1893,30,"Alvin Clarence Thomas was a american hustler , gambler , golfer. When was Alvin Clarence Thomas born?","Yank Barry was born on January 29, 1948."
829,829,Jon Olav Alstad,Jon Olav Alstad,farmer and advisor,norwegian,1968.0,1968,3,Jon Olav Alstad was a norwegian farmer and advisor. When was Jon Olav Alstad born?,"Roberto Ivens was born on June 12, 1850."
830,830,James Hadley,James Hadley (politician),timber worker,australian,1893.0,1893,0,James Hadley was a australian timber worker. When was James Hadley born?,"There seems to be some confusion here. There are many people named Samuel Jackson, including actors, athletes, and others. Without more specific information, it's impossible to provide a birth date."
831,831,Ken Squier,Ken Squier,sportscaster,united states,1935.0,1935,19,Ken Squier was a united states sportscaster. When was Ken Squier born?,"Zhu Jun was born on March 22, 1966."
832,832,Aleksey Pisemsky,Aleksey Pisemsky,novelist • playwright,russian,1821.0,1821,98,Aleksey Pisemsky was a russian novelist • playwright. When was Aleksey Pisemsky born?,"Malcolm Todd was born on June 25, 1939."
833,833,Anna Goldfeder,Anna Goldfeder,"medical researcher -lrb- cancer , radiology -rrb-",polish-american,1898.0,1898,11,"Anna Goldfeder was a polish-american medical researcher -lrb- cancer , radiology -rrb-. When was Anna Goldfeder born?","Rip Esselstyn was born on September 5, 1963."
834,834,Daniel George Edward Hall,D. G. E. Hall,"historian , author and academic",british,1891.0,1891,1,"Daniel George Edward Hall was a british historian , author and academic. When was Daniel George Edward Hall born?","There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
835,835,Matthew Fontaine Maury,Matthew Fontaine Maury,"oceanographer , naval officer , educator , author",american,1806.0,1806,53,"Matthew Fontaine Maury was a american oceanographer , naval officer , educator , author. When was Matthew Fontaine Maury born?","Paul Mangwana was born on August 10, 1961."
836,836,Sandor Szondi,Sandor Szondi,politician,belgium,1920.0,1920,0,Sandor Szondi was a belgium politician. When was Sandor Szondi born?,"Salim Khan was born on November 24, 1935."
837,837,Thomas Murray-Prior,Thomas Lodge Murray-Prior,"farmer , grazier , public servant",english australian,1819.0,1819,16,"Thomas Murray-Prior was a english australian farmer , grazier , public servant. When was Thomas Murray-Prior born?","August Košutić was born on August 20, 1906."
838,838,Philip Herbert Carpenter,Philip Herbert Carpenter,british naturalist and crinoid authority,british,1852.0,1852,8,Philip Herbert Carpenter was a british british naturalist and crinoid authority. When was Philip Herbert Carpenter born?,"Anthony Julian was born on January 29, 1902."
839,839,Luka Radovanović,Luka Radovanović,chaplain,ragusan,1425.0,1425,19,Luka Radovanović was a ragusan chaplain. When was Luka Radovanović born?,"Gary Klein was born on February 5, 1944."
840,840,Rahul Bajaj,Rahul Bajaj,chairman of bajaj group,indian,1938.0,1938,25,Rahul Bajaj was a indian chairman of bajaj group. When was Rahul Bajaj born?,"Ed Baird was born on March 17, 1958."
841,841,Isabelle Bogelot,Isabelle Bogelot,philanthropist,french,1838.0,1838,12,Isabelle Bogelot was a french philanthropist. When was Isabelle Bogelot born?,"Thomas Jefferson Anderson was born on August 9, 1910."
842,842,Ginevra King,Ginevra King,socialite,american,1898.0,1898,240,Ginevra King was a american socialite. When was Ginevra King born?,"Arthur Bourns was born on May 8, 1919."
843,843,Mohammed Khalid Ibrahim,Mohammed Khalid,politician,bahraini,1964.0,1964,12,Mohammed Khalid Ibrahim was a bahraini politician. When was Mohammed Khalid Ibrahim born?,"Viktor Medvedchuk was born on August 7, 1954."
844,844,Etsuko Shihomi,Etsuko Shihomi,actress,japanese,1955.0,1955,3,Etsuko Shihomi was a japanese actress. When was Etsuko Shihomi born?,"Stevan Mokranjac was born on January 9, 1856."
845,845,Stephen Moore,Stephen Moore (economist),economic analyst,american,1960.0,1960,0,Stephen Moore was a american economic analyst. When was Stephen Moore born?,"Ayaka Saitō was born on June 2, 1988."
846,846,Sali Butka,Sali Butka,guerilla fighter,albanian,1852.0,1857,20,Sali Butka was a albanian guerilla fighter. When was Sali Butka born?,"Michael Shenstone was born on November 2, 1928."
847,847,Miron Babiak,Miron Babiak,ship captain,polish,1932.0,1932,4,Miron Babiak was a polish ship captain. When was Miron Babiak born?,"George P. Mitchell was born on May 21, 1919."
848,848,Giulia Michelini,Giulia Michelini,actress,italian,1985.0,1985,2,Giulia Michelini was a italian actress. When was Giulia Michelini born?,"Yank Barry was born on January 29, 1948."
849,849,Moyse Charas,Moyse Charas,apothecary,french,1619.0,1619,19,Moyse Charas was a french apothecary. When was Moyse Charas born?,"Roberto Ivens was born on June 12, 1850."
850,850,Fernando Santamaría Prieto,Fernando Santamaría Prieto,politician,mexican,1952.0,1952,1,Fernando Santamaría Prieto was a mexican politician. When was Fernando Santamaría Prieto born?,"There seems to be some confusion here. There are many people named Samuel Jackson, including actors, athletes, and others, but without more specific information, it's impossible to provide a birth date. Could you please provide more details?"
851,851,E. L. T. Mesens,E. L. T. Mesens,"artist , writer",belgium,1903.0,1903,3,"E. L. T. Mesens was a belgium artist , writer. When was E. L. T. Mesens born?","Zhu Jun was born on March 22, 1966."
852,852,Paul Hoornaert,Paul Hoornaert,"activist , lawyer",belgium,1888.0,1888,20,"Paul Hoornaert was a belgium activist , lawyer. When was Paul Hoornaert born?","Malcolm Todd was born on June 25, 1939."
853,853,Ethel C. C. Hatch,Ethel Hatch,"artist , painter",british,1869.0,1869,22,"Ethel C. C. Hatch was a british artist , painter. When was Ethel C. C. Hatch born?","Rip Esselstyn was born on September 5, 1963."
854,854,Dr. Ángel Ramos,Ángel Ramos (educator),state superintendent,puerto rican june 2014/american,1949.0,1949,11,Dr. Ángel Ramos was a puerto rican june 2014/american state superintendent. When was Dr. Ángel Ramos born?,"There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Please provide more details."
855,855,Randhir Kapoor,Randhir Kapoor,"actor , producer , director",indian,1947.0,1947,12,"Randhir Kapoor was a indian actor , producer , director. When was Randhir Kapoor born?","Paul Mangwana was born on August 10, 1961."
856,856,John Barnard,John Barnard (composer),part-time school teacher of german .,british uk,1948.0,1948,3,John Barnard was a british uk part-time school teacher of german .. When was John Barnard born?,"Salim Khan was born on November 24, 1935."
857,857,Rohit Gore,Rohit Gore,writer,indian,1977.0,1977,12,Rohit Gore was a indian writer. When was Rohit Gore born?,"August Košutić was born on August 20, 1872."
858,858,Roger Ebert,Roger Ebert,"film , author critic , journalist , screenwriter , film historian",american,1942.0,1942,303,"Roger Ebert was a american film , author critic , journalist , screenwriter , film historian. When was Roger Ebert born?","Anthony Julian was born on January 29, 1902."
859,859,Bipin Gupta,Bipin Gupta,actor,indian,1905.0,1905,1,Bipin Gupta was a indian actor. When was Bipin Gupta born?,"Gary Klein was born on February 5, 1944."
860,860,Franco Lucentini,Franco Lucentini,"novelist , journalist , translator , editor",italian,1920.0,1920,1,"Franco Lucentini was a italian novelist , journalist , translator , editor. When was Franco Lucentini born?","Ed Baird was born on March 17, 1958."
861,861,Theodor Loos,Theodor Loos,actor,german,1883.0,1883,0,Theodor Loos was a german actor. When was Theodor Loos born?,"Thomas Jefferson Anderson was born on August 9, 1910."
862,862,John Green,John Green (judge),judge,american,1807.0,1807,0,John Green was a american judge. When was John Green born?,"Arthur Bourns was born on May 8, 1919."
863,863,Hüseyin Çapkın,Hüseyin Çapkın,police chief,turkish,1951.0,1951,24,Hüseyin Çapkın was a turkish police chief. When was Hüseyin Çapkın born?,"Viktor Medvedchuk was born on August 7, 1954."
864,864,Philip Sherrard,Philip Sherrard,"author , translator , theologian",british,1922.0,1922,6,"Philip Sherrard was a british author , translator , theologian. When was Philip Sherrard born?","Stevan Mokranjac was born on January 9, 1856."
865,865,Masayuki Hirahara,Masayuki Hirahara,"pianist , composer",japanese,1980.0,1980,12,"Masayuki Hirahara was a japanese pianist , composer. When was Masayuki Hirahara born?","Ayaka Saitō was born on June 2, 1988."
866,866,Frane Selak,Frane Selak,music teacher,croatian,1929.0,1929,0,Frane Selak was a croatian music teacher. When was Frane Selak born?,"Michael Shenstone was born on November 2, 1928."
867,867,Alexander Belonogov,Alexander Belonogov,diplomat,russian,1931.0,1931,1,Alexander Belonogov was a russian diplomat. When was Alexander Belonogov born?,"George P. Mitchell was born on May 21, 1919."
868,868,Onofre R. Pagsanghan,Onofre R. Pagsanghan,teacher,filipino,1927.0,1927,15,Onofre R. Pagsanghan was a filipino teacher. When was Onofre R. Pagsanghan born?,"Yank Barry was born on January 29, 1948."
869,869,David Mcwilliams,David Mcwilliams (economist),"journalist , broadcaster , economist",irish,1966.0,1966,64,"David Mcwilliams was a irish journalist , broadcaster , economist. When was David Mcwilliams born?","Roberto Ivens was born on June 12, 1850."
870,870,Ambeth Ocampo,Ambeth Ocampo,"historian , journalist , professor , academic",filipino,1961.0,1961,74,"Ambeth Ocampo was a filipino historian , journalist , professor , academic. When was Ambeth Ocampo born?","There seems to be some confusion here. There are many people named Samuel Jackson, including actors, athletes, and others, but I couldn't find any specific information about an attorney and solicitor from England named Samuel Jackson. Could you provide more specific details?"
871,871,Saul Friedländer,Saul Friedländer,"essayist , historian , professor of history at ucla",israeli,1932.0,1932,30,"Saul Friedländer was a israeli essayist , historian , professor of history at ucla. When was Saul Friedländer born?","Zhu Jun was born on March 22, 1966."
872,872,Nelly Hurtado Pérez,Nelly Hurtado Pérez,politician,mexican,1975.0,1975,1,Nelly Hurtado Pérez was a mexican politician. When was Nelly Hurtado Pérez born?,"Malcolm Todd was born on June 25, 1939."
873,873,Héctor Vicario Castrejón,Héctor Vicario Castrejón,politician,mexican,1962.0,1962,1,Héctor Vicario Castrejón was a mexican politician. When was Héctor Vicario Castrejón born?,"Rip Esselstyn was born on September 5, 1963."
874,874,Mwesigwa Rukutana,Mwesigwa Rukutana,lawyer & politician,ugandan,1959.0,1959,15,Mwesigwa Rukutana was a ugandan lawyer & politician. When was Mwesigwa Rukutana born?,"There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Please provide more details."
875,875,Nadhim Zahawi,Nadhim Zahawi,member of parliament,british,1967.0,1967,126,Nadhim Zahawi was a british member of parliament. When was Nadhim Zahawi born?,"Paul Mangwana was born on August 10, 1961."
876,876,Jules Hiernaux,Jules Hiernaux,politician,belgium,1881.0,1881,1,Jules Hiernaux was a belgium politician. When was Jules Hiernaux born?,"Salim Khan was born on November 24, 1935."
877,877,Les Tomlinson,Les Tomlinson,roman catholic bishop,australian,1943.0,1943,12,Les Tomlinson was a australian roman catholic bishop. When was Les Tomlinson born?,"August Košutić was born on August 20, 1872."
878,878,Ali Rowghani,Ali Rowghani,coo of twitter,usa,1973.0,1973,13,Ali Rowghani was a usa coo of twitter. When was Ali Rowghani born?,"Anthony Julian was born on January 29, 1902."
879,879,Karl Schönherr,Karl Schönherr,medical doctor,austria,1867.0,1867,0,Karl Schönherr was a austria medical doctor. When was Karl Schönherr born?,"Gary Klein was born on February 5, 1944."
880,880,Georg Friedrich Strass,Georg Friedrich Strass,jeweler,alsatian,1701.0,1701,0,Georg Friedrich Strass was a alsatian jeweler. When was Georg Friedrich Strass born?,"Ed Baird was born on March 17, 1958."
881,881,Coen Van Vrijberghe De Coningh,Coen van Vrijberghe de Coningh,actor presenter musician -lrb- singer -rrb- composer record producer television,dutch,1950.0,1950,1,Coen Van Vrijberghe De Coningh was a dutch actor presenter musician -lrb- singer -rrb- composer record producer television. When was Coen Van Vrijberghe De Coningh born?,"Thomas Jefferson Anderson was born on August 9, 1910."
882,882,Katie Hafner,Katie Hafner,technology and society journalist,united states,1957.0,1957,23,Katie Hafner was a united states technology and society journalist. When was Katie Hafner born?,"Arthur Bourns was born on May 8, 1919."
883,883,Joris Luyendijk,Joris Luyendijk,"author , journalist , talk show host",dutch,1971.0,1971,3,"Joris Luyendijk was a dutch author , journalist , talk show host. When was Joris Luyendijk born?","Viktor Medvedchuk was born on August 7, 1954."
884,884,Shawn Miller,Shawn Miller (boxer),professional boxer,american,1982.0,1982,11,Shawn Miller was a american professional boxer. When was Shawn Miller born?,"Stevan Mokranjac was born on January 9, 1856."
885,885,Dave W. Mulder,Dave Mulder,professor,american,1939.0,1939,5,Dave W. Mulder was a american professor. When was Dave W. Mulder born?,"Ayaka Saitō was born on June 2, 1988."
886,886,Mayra Gómez Kemp,Mayra Gómez Kemp,"television host , actress , singer",spanish and cuban,1948.0,1948,6,"Mayra Gómez Kemp was a spanish and cuban television host , actress , singer. When was Mayra Gómez Kemp born?","Michael Shenstone was born on November 2, 1928."
887,887,Margaret Phipps Boegner,Margaret Phipps Boegner,philanthropist,american,1906.0,1906,21,Margaret Phipps Boegner was a american philanthropist. When was Margaret Phipps Boegner born?,"George P. Mitchell was born on May 21, 1919."
888,888,Elaine Crowley,Elaine Crowley (presenter),"journalist , presenter , newsreader",irish,1977.0,1977,4,"Elaine Crowley was a irish journalist , presenter , newsreader. When was Elaine Crowley born?","Yank Barry was born on January 29, 1948."
889,889,Edward L. Romero,Edward L. Romero,entrepreneur and diplomat,american,1934.0,1934,42,Edward L. Romero was a american entrepreneur and diplomat. When was Edward L. Romero born?,"Roberto Ivens was born on June 12, 1850."
890,890,Tony Sperandeo,Tony Sperandeo,actor,italian,1953.0,1953,4,Tony Sperandeo was a italian actor. When was Tony Sperandeo born?,"I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
891,891,Femi Branch,Femi Branch,actor playwright poet filmmaker producer director model dramatist,nigerian,1970.0,1970,12,Femi Branch was a nigerian actor playwright poet filmmaker producer director model dramatist. When was Femi Branch born?,"Zhu Jun was born on March 22, 1966."
892,892,Guillermo Rawson,Guillermo Rawson,doctor,argentine,1821.0,1821,1,Guillermo Rawson was a argentine doctor. When was Guillermo Rawson born?,"Malcolm Todd was born on June 25, 1939."
893,893,Michael Feldman,Michael Feldman (consultant),"political adviser , communications consultant",american,1968.0,1968,16,"Michael Feldman was a american political adviser , communications consultant. When was Michael Feldman born?","Rip Esselstyn was born on September 5, 1963."
894,894,Haris Suleman,Haris Suleman,pilot,american,1996.0,1958,0,Haris Suleman was a american pilot. When was Haris Suleman born?,"There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
895,895,Charles Finch,Charles Finch,author,american,1980.0,1980,17,Charles Finch was a american author. When was Charles Finch born?,"Paul Mangwana was born on August 10, 1961."
896,896,Dyan Castillejo,Dyan Castillejo,"tennis gamer tcg player , broadcaster , pokémon trainer , pokémon",chinese-filipino,1965.0,1965,7,"Dyan Castillejo was a chinese-filipino tennis gamer tcg player , broadcaster , pokémon trainer , pokémon. When was Dyan Castillejo born?","Salim Khan was born on November 24, 1935."
897,897,Piers Linney,Piers Linney,businessman television personality,british,1971.0,1971,31,Piers Linney was a british businessman television personality. When was Piers Linney born?,"August Košutić was born on August 20, 1872."
898,898,Hilda Gobbi,Hilda Gobbi,actress,hungarian,1913.0,1913,37,Hilda Gobbi was a hungarian actress. When was Hilda Gobbi born?,"Anthony Julian was born on January 29, 1902."
899,899,Adalet Ağaoğlu,Adalet Ağaoğlu,"novelist , playwright",turkish,1929.0,1929,15,"Adalet Ağaoğlu was a turkish novelist , playwright. When was Adalet Ağaoğlu born?","Gary Klein was born on February 5, 1944."
900,900,Adebayo Bolaji,Adebayo Bolaji,"actor , writer & director",british,1983.0,1983,17,"Adebayo Bolaji was a british actor , writer & director. When was Adebayo Bolaji born?","Ed Baird was born on March 17, 1958."
901,901,Trude Brænne Larssen,Trude Brænne Larssen,author,norwegian,1967.0,1967,0,Trude Brænne Larssen was a norwegian author. When was Trude Brænne Larssen born?,"Thomas Jefferson Anderson was born on August 9, 1910."
902,902,Pino Rauti,Pino Rauti,journalist,italian,1926.0,1926,34,Pino Rauti was a italian journalist. When was Pino Rauti born?,"Arthur Bourns was born on May 8, 1919."
903,903,Evan Solomon,Evan Solomon,writer and television host,canadian,1968.0,1968,18,Evan Solomon was a canadian writer and television host. When was Evan Solomon born?,"Viktor Medvedchuk was born on August 7, 1954."
904,904,Luigi Dadda,Luigi Dadda,computer engineer,italian,1923.0,1923,4,Luigi Dadda was a italian computer engineer. When was Luigi Dadda born?,"Stevan Mokranjac was born on January 9, 1856."
905,905,Mike Gibbon,Mike Gibbon,tv producer/director,british,1942.0,1942,3,Mike Gibbon was a british tv producer/director. When was Mike Gibbon born?,"Ayaka Saitō was born on June 2, 1988."
906,906,Louis George Carpenter,Louis George Carpenter,"educator physics professor of irrigation , professor of engineering &",united states,1861.0,1861,49,"Louis George Carpenter was a united states educator physics professor of irrigation , professor of engineering &. When was Louis George Carpenter born?","Michael Shenstone was born on November 2, 1928."
907,907,Nick Greiner,Nick Greiner,"businessman , politician",australian,1947.0,1947,48,"Nick Greiner was a australian businessman , politician. When was Nick Greiner born?","George P. Mitchell was born on May 21, 1919."
908,908,Ramesh Chandra Majumdar,R. C. Majumdar,historian,india,1888.0,1888,14,Ramesh Chandra Majumdar was a india historian. When was Ramesh Chandra Majumdar born?,"Yank Barry was born on January 29, 1948."
909,909,Mindy Grossman,Mindy Grossman,"ceo of hsn , inc. .",american,1957.0,1957,141,"Mindy Grossman was a american ceo of hsn , inc. .. When was Mindy Grossman born?","Roberto Ivens was born on June 12, 1850."
910,910,Cuitlahuac Condado Escamilla,Cuitlahuac Condado Escamilla,politician,mexican,1978.0,1978,1,Cuitlahuac Condado Escamilla was a mexican politician. When was Cuitlahuac Condado Escamilla born?,"There seems to be some confusion here. There are many people named Samuel Jackson, including actors, athletes, and others, but I couldn't find any specific information about an attorney and solicitor from England named Samuel Jackson. Could you provide more specific details?"
911,911,Sir Francis Burdett,Francis Burdett,politician,english,1770.0,1770,31,Sir Francis Burdett was a english politician. When was Sir Francis Burdett born?,"Zhu Jun was born on March 22, 1966."
912,912,Jorge Blanco,Jorge Blanco (actor),"singer , actor , dancer , instrumentalist",mexican,1991.0,1991,0,"Jorge Blanco was a mexican singer , actor , dancer , instrumentalist. When was Jorge Blanco born?","Malcolm Todd was born on June 25, 1939."
913,913,Alexander Mcleod,Alexander Mcleod,sheriff,scottish-canadian,1796.0,1796,30,Alexander Mcleod was a scottish-canadian sheriff. When was Alexander Mcleod born?,"Rip Esselstyn was born on September 5, 1963."
914,914,Sumi Jo,Sumi Jo,lyric coloratura soprano,south korean,1962.0,1962,47,Sumi Jo was a south korean lyric coloratura soprano. When was Sumi Jo born?,"There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
915,915,Yngve Moe,Yngve Moe,"musician , composer",norwegian,1957.0,1957,7,"Yngve Moe was a norwegian musician , composer. When was Yngve Moe born?","Paul Mangwana was born on August 10, 1961."
916,916,George Henry Glasse,George Glasse,"chaplain , writer , classicist",english,1761.0,1761,9,"George Henry Glasse was a english chaplain , writer , classicist. When was George Henry Glasse born?","Salim Khan was born on November 24, 1935."
917,917,Thomas J. Perrelli,Thomas J. Perrelli,lawyer,american,1966.0,1966,10,Thomas J. Perrelli was a american lawyer. When was Thomas J. Perrelli born?,"August Košutić was born on August 20, 1872."
918,918,Mike Ingham Mbe,Mike Ingham,football commentator,england,1950.0,1950,4,Mike Ingham Mbe was a england football commentator. When was Mike Ingham Mbe born?,"Anthony Julian was born on January 29, 1902."
919,919,Martinus Thomsen,Martinus Thomsen,author and mystic,danish,1890.0,1890,19,Martinus Thomsen was a danish author and mystic. When was Martinus Thomsen born?,"Gary Klein was born on February 5, 1944."
920,920,Bryan Stanley Johnson,B. S. Johnson,"novelist reporter , poet , director , editor , sports",english,1933.0,1933,24,"Bryan Stanley Johnson was a english novelist reporter , poet , director , editor , sports. When was Bryan Stanley Johnson born?","Ed Baird was born on March 17, 1958."
921,921,Jayshree Gadkar,Jayshree Gadkar,actor,indian,1942.0,1942,22,Jayshree Gadkar was a indian actor. When was Jayshree Gadkar born?,"Thomas Jefferson Anderson was born on August 9, 1910."
922,922,César Antonio Chávez Castillo,César Antonio Chávez Castillo,politician,mexican,1951.0,1951,1,César Antonio Chávez Castillo was a mexican politician. When was César Antonio Chávez Castillo born?,"Arthur Bourns was born on May 8, 1919."
923,923,Fiona Millar,Fiona Millar,journalist,british,1958.0,1958,8,Fiona Millar was a british journalist. When was Fiona Millar born?,"Viktor Medvedchuk was born on August 7, 1954."
924,924,Jim Randell,Jim Randell,"grazier , sugarcane farmer",australian,1928.0,1928,1,"Jim Randell was a australian grazier , sugarcane farmer. When was Jim Randell born?","Stevan Mokranjac was born on January 9, 1856."
925,925,Benjamín Carrión,Benjamín Carrión,"writer , diplomat",ecuadorian,1897.0,1897,8,"Benjamín Carrión was a ecuadorian writer , diplomat. When was Benjamín Carrión born?","Ayaka Saitō was born on June 2, 1988."
926,926,Erkki Nghimtina,Erkki Nghimtina,politician,namibian,1948.0,1947,13,Erkki Nghimtina was a namibian politician. When was Erkki Nghimtina born?,"Michael Shenstone was born on November 2, 1928."
927,927,Gnana Rajasekaran,Gnana Rajasekaran,filmmaker,indian,1953.0,1953,5,Gnana Rajasekaran was a indian filmmaker. When was Gnana Rajasekaran born?,"George P. Mitchell was born on May 21, 1919."
928,928,Marco Antonio Xicoténcatl,Marco Antonio Xicoténcatl,physician and politician,mexican,1955.0,1955,1,Marco Antonio Xicoténcatl was a mexican physician and politician. When was Marco Antonio Xicoténcatl born?,"Yank Barry was born on January 29, 1948."
929,929,Steven Osborne,Steven Osborne (pianist),classical pianist,british,1971.0,1971,9,Steven Osborne was a british classical pianist. When was Steven Osborne born?,"Roberto Ivens was born on June 12, 1850."
930,930,Kakha Kaladze,Kakha Kaladze,footballer -lrb- retired -rrb- politician,georgian,1978.0,1978,146,Kakha Kaladze was a georgian footballer -lrb- retired -rrb- politician. When was Kakha Kaladze born?,"There seems to be some confusion here. There are many people named Samuel Jackson, including actors, athletes, and others, but without more specific information, it's impossible to provide a birth date. Could you provide more details?"
931,931,Barbara Olson,Barbara Olson,"political commentator , lawyer",american,1955.0,1955,8,"Barbara Olson was a american political commentator , lawyer. When was Barbara Olson born?","Zhu Jun was born on March 22, 1966."
932,932,Vladimir Muravyov,Vladimir Sergeyevich Muravyov,"translator , philologist",russian,1939.0,1939,0,"Vladimir Muravyov was a russian translator , philologist. When was Vladimir Muravyov born?","Malcolm Todd was born on June 25, 1939."
933,933,Josef Koudelka,Josef Koudelka,photographer,czech,1938.0,1938,60,Josef Koudelka was a czech photographer. When was Josef Koudelka born?,"Rip Esselstyn was born on September 5, 1963."
934,934,George Barker,George Barker (poet),poet,english,1913.0,1913,16,George Barker was a english poet. When was George Barker born?,"There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
935,935,David A. Hargrave,David A. Hargrave,writer,american,1946.0,1946,5,David A. Hargrave was a american writer. When was David A. Hargrave born?,"Paul Mangwana was born on August 10, 1961."
