,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1
535,Warren Adler,Warren Adler,author,american,1927,1927,18,Warren Adler was a american author. When was Warren Adler born.
536,Hugh Herr,Hugh Herr,academic engineer biophysicist,american,1964,1964,34,Hugh Herr was a american academic engineer biophysicist. When was Hugh Herr born.
537,Wang Jianguo Zh-Hans-Cn 王建国,Wang Jianguo,politician,chinese,1965,1965,3,Wang Jianguo Zh-Hans-Cn 王建国 was a chinese politician. When was Wang Jianguo Zh-Hans-Cn 王建国 born.
538,Wei Junxing Zh-Hans-Cn 魏俊星,Wei Junxing,politician,chinese,1955,1955,6,Wei Junxing Zh-Hans-Cn 魏俊星 was a chinese politician. When was Wei Junxing Zh-Hans-Cn 魏俊星 born.
539,Jean-Philippe Toussaint,Jean-Philippe Toussaint,novelist screenwriter director,belgian,1957,1957,33,Jean-Philippe Toussaint was a belgian novelist screenwriter director. When was Jean-Philippe Toussaint born.
540,Baltasar Porcel I Pujol,Baltasar Porcel,"journalist , writer",spanish,1937,1937,2,"Baltasar Porcel I Pujol was a spanish journalist , writer. When was Baltasar Porcel I Pujol born."
541,Dorothy B. Porter,Dorothy B. Porter,librarian bibliographer curator,american,1905,1905,19,Dorothy B. Porter was a american librarian bibliographer curator. When was Dorothy B. Porter born.
542,Stanisław Mackiewicz,Stanisław Mackiewicz,"politician , writer",polish,1896,1896,3,"Stanisław Mackiewicz was a polish politician , writer. When was Stanisław Mackiewicz born."
543,Michael Lulume Bayigga,Michael Lulume Bayigga,physician & politician,ugandan,1970,1970,6,Michael Lulume Bayigga was a ugandan physician & politician. When was Michael Lulume Bayigga born.
544,Will Tuckett,Will Tuckett,ballet choreographer,british,1969,1969,3,Will Tuckett was a british ballet choreographer. When was Will Tuckett born.
545,Phalgunanda Lingden,Phalgunanda,was a great teacher,nepalese,1885,1885,6,Phalgunanda Lingden was a nepalese was a great teacher. When was Phalgunanda Lingden born.
546,Irina P. Kupchenko,Irina Kupchenko,actress,russian,1948,1948,17,Irina P. Kupchenko was a russian actress. When was Irina P. Kupchenko born.
547,Pablo Fanque,Pablo Fanque,circus proprietor ; equestrian performer,uk,1796,1810,58,Pablo Fanque was a uk circus proprietor ; equestrian performer. When was Pablo Fanque born.
548,Matilda Mary Hays,Matilda Hays,"author , journalist , actor , translator",british,1820,1820,59,"Matilda Mary Hays was a british author , journalist , actor , translator. When was Matilda Mary Hays born."
549,Chris Widener,Chris Widener (author),"author , motivational speaker",american,1966,1966,8,"Chris Widener was a american author , motivational speaker. When was Chris Widener born."
550,Oh Yoon,O Yoon,"painter , printmaker",south korea,1946,1946,24,"Oh Yoon was a south korea painter , printmaker. When was Oh Yoon born."
551,Saqib Saleem,Saqib Saleem,"actor , model",indian,1988,1988,54,"Saqib Saleem was a indian actor , model. When was Saqib Saleem born."
552,Pirmin Meier,Pirmin Meier,"writer , teacher",swiss,1947,1947,5,"Pirmin Meier was a swiss writer , teacher. When was Pirmin Meier born."
553,Sulochana Chavan,Sulochana Chavan,singer,indian,1933,1933,22,Sulochana Chavan was a indian singer. When was Sulochana Chavan born.
554,Nicolás Álvarez Martínez,Nicolás Álvarez Martínez,politician,mexican,1963,1963,1,Nicolás Álvarez Martínez was a mexican politician. When was Nicolás Álvarez Martínez born.
555,Dr. Rajkumar Sharma,Rajkumar Sharma (politician),politician,indian,1973,1973,4,Dr. Rajkumar Sharma was a indian politician. When was Dr. Rajkumar Sharma born.
556,Alf Rehn,Alf Rehn,"professor , author , speaker",finnish,1972,1972,19,"Alf Rehn was a finnish professor , author , speaker. When was Alf Rehn born."
557,Michel Wyder,Michel Wyder,rally co-driver,sui,1950,1950,1,Michel Wyder was a sui rally co-driver. When was Michel Wyder born.
558,William Makepeace Thackeray,William Makepeace Thackeray,"novelist , poet",english,1811,1811,42,"William Makepeace Thackeray was a english novelist , poet. When was William Makepeace Thackeray born."
559,David Gordon,David Gordon (philosopher),libertarian philosopher and intellectual historian,american,1948,1948,34,David Gordon was a american libertarian philosopher and intellectual historian. When was David Gordon born.
560,Chieko Aioi,Chieko Aioi,"actress , voice actress",japanese,1934,1934,2,"Chieko Aioi was a japanese actress , voice actress. When was Chieko Aioi born."
561,Yasuko Nagazumi,Yasuko Nagazumi,businesswoman former actress,japanese,1943,1943,5,Yasuko Nagazumi was a japanese businesswoman former actress. When was Yasuko Nagazumi born.
562,Derek Brown,Derek Brown (politician),attorney,american,1971,1971,5,Derek Brown was a american attorney. When was Derek Brown born.
563,Sir Nadhmi Auchi,Nadhmi Auchi,businessman and philanthropist,british / iraqi,1937,1937,15,Sir Nadhmi Auchi was a british / iraqi businessman and philanthropist. When was Sir Nadhmi Auchi born.
564,Pawan Kumar,Pawan Kumar (wrestler),ongc,indian,1993,1993,7,Pawan Kumar was a indian ongc. When was Pawan Kumar born.
565,Anna Silk,Anna Silk,actress,canadian,1974,1974,33,Anna Silk was a canadian actress. When was Anna Silk born.
566,Bonnie Greer,Bonnie Greer,"playwright , author , critic",british -lrb- naturalized 1997 -rrb-,1948,1948,61,"Bonnie Greer was a british -lrb- naturalized 1997 -rrb- playwright , author , critic. When was Bonnie Greer born."
567,Daniel Mattes,Daniel Mattes,founder of jumio co-founder of jajah co-founder of auftrag.at,austrian,1972,1972,17,Daniel Mattes was a austrian founder of jumio co-founder of jajah co-founder of auftrag.at. When was Daniel Mattes born.
568,Brian Ronald Macdonald,Brian Macdonald (choreographer),"teacher , dancer , choreographer , director",canadian,1928,1928,46,"Brian Ronald Macdonald was a canadian teacher , dancer , choreographer , director. When was Brian Ronald Macdonald born."
569,Ken Follett,Ken Follett,novelist,welsh,1949,1949,42,Ken Follett was a welsh novelist. When was Ken Follett born.
570,Jacques Sternberg,Jacques Sternberg,writer,belgian,1923,1923,0,Jacques Sternberg was a belgian writer. When was Jacques Sternberg born.
571,Marita Lindquist,Marita Lindquist,novelist,finn,1918,1918,0,Marita Lindquist was a finn novelist. When was Marita Lindquist born.
572,Polly Courtney,Polly Courtney,writer,british,2010,1980,23,Polly Courtney was a british writer. When was Polly Courtney born.
573,Adolph Freiherr Von Braun,Adolph Aloys von Braun,director of the emperor 's cabinet 's chancellery,austrian,1818,1818,2,Adolph Freiherr Von Braun was a austrian director of the emperor 's cabinet 's chancellery. When was Adolph Freiherr Von Braun born.
574,William Copeland Borlase,William Copeland Borlase,antiquarian and politician,british,1848,1848,10,William Copeland Borlase was a british antiquarian and politician. When was William Copeland Borlase born.
575,Adriano Herrerabarría,Adriano Herrerabarría,painter and teacher,panamanian,1928,1928,0,Adriano Herrerabarría was a panamanian painter and teacher. When was Adriano Herrerabarría born.
576,Stephen Yokich,Stephen Yokich,labor leader,american,1935,1935,94,Stephen Yokich was a american labor leader. When was Stephen Yokich born.
577,Walter Herries Pollock,Walter Herries Pollock,"writer , lecturer , poet , journalist",british,1850,1850,43,"Walter Herries Pollock was a british writer , lecturer , poet , journalist. When was Walter Herries Pollock born."
578,Saviour Pirotta,Saviour Pirotta,author,british,1958,1958,26,Saviour Pirotta was a british author. When was Saviour Pirotta born.
579,Anthony Dexter,Anthony Dexter,actor,united states,1913,1913,4,Anthony Dexter was a united states actor. When was Anthony Dexter born.
580,Alan Cadman,Alan Cadman,orchardist,australian,1937,1937,5,Alan Cadman was a australian orchardist. When was Alan Cadman born.
581,Jesús Rosas Marcano,Jesús Rosas Marcano,"journalist , poet , writer",venezuelan,1930,1930,0,"Jesús Rosas Marcano was a venezuelan journalist , poet , writer. When was Jesús Rosas Marcano born."
582,Wilfred Coutts,Wilfred Coutts,salesman,australian,1908,1908,2,Wilfred Coutts was a australian salesman. When was Wilfred Coutts born.
583,Christy Brown,Christy Brown,"novelist , painter , poet",irish,1932,1932,15,"Christy Brown was a irish novelist , painter , poet. When was Christy Brown born."
584,Pedro Pulido Pecero,Pedro Pulido Pecero,politician,mexican,1969,1969,1,Pedro Pulido Pecero was a mexican politician. When was Pedro Pulido Pecero born.
585,Lewis Pinhorn Wood,Lewis Pinhorn Wood,"landscapist , watercolourist",british,1848,1848,18,"Lewis Pinhorn Wood was a british landscapist , watercolourist. When was Lewis Pinhorn Wood born."
586,Ján Kollár,Ján Kollár,"writer , poet , pastor",slovak,1793,1793,7,"Ján Kollár was a slovak writer , poet , pastor. When was Ján Kollár born."
587,Damian Barr,Damian Barr,"journalist , writer , salonnière",british,1976,1976,8,"Damian Barr was a british journalist , writer , salonnière. When was Damian Barr born."
588,Dhrubajyoti Bora,Dhrubajyoti Bora,doctor,indian,1955,1955,13,Dhrubajyoti Bora was a indian doctor. When was Dhrubajyoti Bora born.
589,Gerhard Charles Kallevig,Gerhard C. Kallevig,businessman,norwegian,1880,1880,16,Gerhard Charles Kallevig was a norwegian businessman. When was Gerhard Charles Kallevig born.
590,Harold Newcomb Hillebrand,Harold Newcomb Hillebrand,professor of english literature,american,1887,1887,4,Harold Newcomb Hillebrand was a american professor of english literature. When was Harold Newcomb Hillebrand born.
591,Lenox Hewitt,Lenox Hewitt,public servant,australia australian,1917,1917,36,Lenox Hewitt was a australia australian public servant. When was Lenox Hewitt born.
592,Aleksandr Panayotov Aleksandrov,Aleksandr Panayotov Aleksandrov,pilot,bulgarian,1951,1951,9,Aleksandr Panayotov Aleksandrov was a bulgarian pilot. When was Aleksandr Panayotov Aleksandrov born.
593,Christopher Cazenove,Christopher Cazenove,actor,british,1943,1943,12,Christopher Cazenove was a british actor. When was Christopher Cazenove born.
594,Smelly スメリー,Smelly (performer),"manga musician artist -lrb- former -rrb- , comedian , outsider",japanese,1971,1971,21,"Smelly スメリー was a japanese manga musician artist -lrb- former -rrb- , comedian , outsider. When was Smelly スメリー born."
595,Vijay K. Thadani,Vijay K. Thadani,"ceo , niit",indian,1951,1951,4,"Vijay K. Thadani was a indian ceo , niit. When was Vijay K. Thadani born."
596,Edith Maud Hull,E. M. Hull,novelist,british,1880,1880,15,Edith Maud Hull was a british novelist. When was Edith Maud Hull born.
597,Albertus Stephanus Geyser,Albert Geyser,theologian / academic,south african,1918,1918,106,Albertus Stephanus Geyser was a south african theologian / academic. When was Albertus Stephanus Geyser born.
598,Friedrich Von Berg,Friedrich von Berg,politician,german,1866,1866,6,Friedrich Von Berg was a german politician. When was Friedrich Von Berg born.
599,Nils Aall Barricelli,Nils Aall Barricelli,mathematician,norwegian-italian,1912,1912,6,Nils Aall Barricelli was a norwegian-italian mathematician. When was Nils Aall Barricelli born.
600,Kōji Yamamura,Kōji Yamamura,animation,japanese,1964,1964,7,Kōji Yamamura was a japanese animation. When was Kōji Yamamura born.
601,Bill Wood,Bill Wood (politician),teacher,australian,1935,1935,7,Bill Wood was a australian teacher. When was Bill Wood born.
602,William Dixson,William Dixson,"businessman , collector , benefactor",australian,1870,1870,31,"William Dixson was a australian businessman , collector , benefactor. When was William Dixson born."
603,Sir Philip Colfox,Philip Colfox,"politician , farmer , former soldier",british,1888,1888,15,"Sir Philip Colfox was a british politician , farmer , former soldier. When was Sir Philip Colfox born."
604,William Oefelein,William Oefelein,pilot,american,1965,1965,32,William Oefelein was a american pilot. When was William Oefelein born.
605,Andrew Barlow,Andrew Henry Barlow,banker,english,1837,1837,12,Andrew Barlow was a english banker. When was Andrew Barlow born.
606,Kumar Mangalam Birla,Kumar Mangalam Birla,chairman aditya birla group of co.,indian,1967,1967,74,Kumar Mangalam Birla was a indian chairman aditya birla group of co.. When was Kumar Mangalam Birla born.
607,Jenni Williams,Jenni Williams,human rights activist,zimbabwean,1962,1962,23,Jenni Williams was a zimbabwean human rights activist. When was Jenni Williams born.
608,Friedrich Hecker,Friedrich Hecker,"lawyer , politician",german,1811,1811,17,"Friedrich Hecker was a german lawyer , politician. When was Friedrich Hecker born."
609,"Alan B. Shepard , Jr. .",Alan Shepard,"naval aviator , test pilot",american,1923,1923,193,"Alan B. Shepard , Jr. . was a american naval aviator , test pilot. When was Alan B. Shepard , Jr. . born."
610,John Scarlett Davis,John Scarlett Davis,painter,english,1804,1804,17,John Scarlett Davis was a english painter. When was John Scarlett Davis born.
611,Teresa Cohen,Teresa Cohen,mathematician,american,1892,1892,12,Teresa Cohen was a american mathematician. When was Teresa Cohen born.
612,Christine Jorgensen,Christine Jorgensen,"actress , night club singer",american,1926,1926,58,"Christine Jorgensen was a american actress , night club singer. When was Christine Jorgensen born."
613,Lorimer Johnston,Lorimer Johnston,silent film actor and director,american,1858,1858,1,Lorimer Johnston was a american silent film actor and director. When was Lorimer Johnston born.
614,Michael Hastings,Michael Hastings (journalist),journalist,united states,1980,1980,107,Michael Hastings was a united states journalist. When was Michael Hastings born.
615,Antonín Molčík,Antonín Molčík,actor,czech,1939,1939,1,Antonín Molčík was a czech actor. When was Antonín Molčík born.
616,Ragnvald Andreas Indrebø,Ragnvald Indrebø,priest,norwegian,1891,1891,7,Ragnvald Andreas Indrebø was a norwegian priest. When was Ragnvald Andreas Indrebø born.
617,Fred Wolf,Fred Wolf (animator),"animator , designer , artist , director",american,1932,1932,1,"Fred Wolf was a american animator , designer , artist , director. When was Fred Wolf born."
618,Rehman,Rehman (actor),actor,indian,1921,1921,6,Rehman was a indian actor. When was Rehman born.
619,Michael Legat,Michael Legat,"publisher , novelist",british,1923,1923,4,"Michael Legat was a british publisher , novelist. When was Michael Legat born."
620,'' ` Nadine Coyle '' ',Nadine Coyle,singer songwriter entrepreneur,irish,1985,1985,91,'' ` Nadine Coyle '' ' was a irish singer songwriter entrepreneur. When was '' ` Nadine Coyle '' ' born.
621,Eustachy Sapieha,Eustachy Sapieha,politician,polish,1881,1881,2,Eustachy Sapieha was a polish politician. When was Eustachy Sapieha born.
622,William G. Parrett,William G. Parrett,"founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group",u.s. american,1945,1945,21,"William G. Parrett was a u.s. american founder and the global financial services industry group of deloitte , of cpa , management in finance the us national financial services industry group. When was William G. Parrett born."
623,Thomas Nowell,Thomas Nowell,historian and theologian,british,1730,1730,0,Thomas Nowell was a british historian and theologian. When was Thomas Nowell born.
624,Edward Topol,Edward Topol,"novelist , screen writer , essayist .",american,1938,1938,3,"Edward Topol was a american novelist , screen writer , essayist .. When was Edward Topol born."
625,Bernardo Borbón Vilches,Bernardo Borbón Vilches,politician,mexican,1941,1941,1,Bernardo Borbón Vilches was a mexican politician. When was Bernardo Borbón Vilches born.
626,Sergei Varshavsky,Sergei Varshavsky,"writer , art collector",ussr,1906,1906,32,"Sergei Varshavsky was a ussr writer , art collector. When was Sergei Varshavsky born."
627,K. A. Isaac,K. A. Isaac,"librarian , academic",indian,1925,1925,4,"K. A. Isaac was a indian librarian , academic. When was K. A. Isaac born."
628,Soong May-Ling,Soong May-Ling,first lady of the republic of china,republic of china,1898,1898,0,Soong May-Ling was a republic of china first lady of the republic of china. When was Soong May-Ling born.
629,Robert Hood,Rob Hood,"writer , editor , graphic designer",australian,1951,1951,60,"Robert Hood was a australian writer , editor , graphic designer. When was Robert Hood born."
630,Louane Emera,Louane Emera,singer actress,french,1996,1996,0,Louane Emera was a french singer actress. When was Louane Emera born.
631,Moss Cass,Moss Cass,medical researcher,australian,1927,1927,38,Moss Cass was a australian medical researcher. When was Moss Cass born.
632,Fausto Mendoza Maldonado,Fausto Mendoza Maldonado,politician,mexican,1948,1948,1,Fausto Mendoza Maldonado was a mexican politician. When was Fausto Mendoza Maldonado born.
633,Mamokgethi Setati,Mamokgethi Setati,"vice south africa principal , research and innovation , university of",south african,1966,1966,0,"Mamokgethi Setati was a south african vice south africa principal , research and innovation , university of. When was Mamokgethi Setati born."
634,Sante Kimes,Sante Kimes,con artist,american,1934,1934,45,Sante Kimes was a american con artist. When was Sante Kimes born.
635,Ailsa Mckay,Ailsa Mckay,professor of economics,united kingdom,1963,1963,40,Ailsa Mckay was a united kingdom professor of economics. When was Ailsa Mckay born.
636,Valéry Votrin,Valery Votrin,"writer , translator , environmental consultant",belgian,1974,1974,0,"Valéry Votrin was a belgian writer , translator , environmental consultant. When was Valéry Votrin born."
637,Irwin Altman,Irwin Altman,social psychologist,american,1930,1930,0,Irwin Altman was a american social psychologist. When was Irwin Altman born.
638,Moon Chae-Won,Moon Chae-Won,actress,south korean,1986,1986,0,Moon Chae-Won was a south korean actress. When was Moon Chae-Won born.
639,Bal Krishna Sama,Balkrishna Sama,"playwright , poet",nepali,1903,1903,4,"Bal Krishna Sama was a nepali playwright , poet. When was Bal Krishna Sama born."
640,John Robbins,John Robbins (author),author,american,1947,1947,12,John Robbins was a american author. When was John Robbins born.
641,Laurie Beth Halse Anderson,Laurie Halse Anderson,writer,american,1961,1961,35,Laurie Beth Halse Anderson was a american writer. When was Laurie Beth Halse Anderson born.
642,James Argent,James Argent,"television personality , singer , radio dj",british,1987,1987,13,"James Argent was a british television personality , singer , radio dj. When was James Argent born."
643,Mario Alberto Salazar Madera,Mario Alberto Salazar Madera,politician,mexican,1975,1975,1,Mario Alberto Salazar Madera was a mexican politician. When was Mario Alberto Salazar Madera born.
644,Nitin Vijaykumar Sardesai,Nitin Sardesai,politician,indian,1963,1963,9,Nitin Vijaykumar Sardesai was a indian politician. When was Nitin Vijaykumar Sardesai born.
645,Josef Hora,Josef Hora,poet,czech,1891,1891,31,Josef Hora was a czech poet. When was Josef Hora born.
646,Vladimir Ramos Cárdenas,Vladimir Ramos Cárdenas,politician,mexican,1978,1978,1,Vladimir Ramos Cárdenas was a mexican politician. When was Vladimir Ramos Cárdenas born.
647,Martha Moody,Martha Moody,"novelist , physician",american,1955,1955,12,"Martha Moody was a american novelist , physician. When was Martha Moody born."
648,Pierre Raymond,Pierre Raymond,"sociologist , economist , professor , writer",french,1946,1946,1,"Pierre Raymond was a french sociologist , economist , professor , writer. When was Pierre Raymond born."
649,Kiki Fatmala,Kiki Fatmala,actress,indonesian,1969,1969,1,Kiki Fatmala was a indonesian actress. When was Kiki Fatmala born.
650,Ahmed Helmy,Ahmed Helmy,"actor , television host , voice actore in anime",egyptian,1970,1969,3,"Ahmed Helmy was a egyptian actor , television host , voice actore in anime. When was Ahmed Helmy born."
651,Ayman Asfari,Ayman Asfari,businessman,british,1958,1958,10,Ayman Asfari was a british businessman. When was Ayman Asfari born.
652,Luis Alberto Lacalle,Luis Alberto Lacalle,"politician , lawyer",uruguayan,1941,1941,7,"Luis Alberto Lacalle was a uruguayan politician , lawyer. When was Luis Alberto Lacalle born."
653,Johan Oscar Smith,Johan Oscar Smith,naval officer,norway norwegian,1871,1871,9,Johan Oscar Smith was a norway norwegian naval officer. When was Johan Oscar Smith born.
654,Giuseppe Calò,Giuseppe Calò,mafioso boss of porta nuova,italian,1931,1931,32,Giuseppe Calò was a italian mafioso boss of porta nuova. When was Giuseppe Calò born.
655,Nita Ambani,Nita Ambani,chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani,indian,1963,1963,77,Nita Ambani was a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani. When was Nita Ambani born.
656,Matthias Storme,Matthias Storme,"politician , lawyer , academic , philosopher",belgium,1959,1959,7,"Matthias Storme was a belgium politician , lawyer , academic , philosopher. When was Matthias Storme born."
657,Cristina Goettsch Mittermeier,Cristina Mittermeier,photojournalist,"mexican , american",1966,1966,15,"Cristina Goettsch Mittermeier was a mexican , american photojournalist. When was Cristina Goettsch Mittermeier born."
658,John G. Davis,John G. Davis,"businessman , politician",american,1810,1810,0,"John G. Davis was a american businessman , politician. When was John G. Davis born."
659,Robert J. Pera,Robert Pera,"ceo of ubiquiti networks , owner of memphis grizzlies",american,1978,1978,19,"Robert J. Pera was a american ceo of ubiquiti networks , owner of memphis grizzlies. When was Robert J. Pera born."
660,Tang Haoming,Tang Haoming,novelist,chinese,1946,1946,21,Tang Haoming was a chinese novelist. When was Tang Haoming born.
661,Miguel Castro Sánchez,Miguel Castro Sánchez,politician,mexican,1942,1942,1,Miguel Castro Sánchez was a mexican politician. When was Miguel Castro Sánchez born.
662,Ellen Mcmahon,Ellen Mcmahon,"artist , illustrator , graphic designer",american,1951,1951,12,"Ellen Mcmahon was a american artist , illustrator , graphic designer. When was Ellen Mcmahon born."
663,Sir Thomas Upington,Thomas Upington,"politician , lawyer",anglo-irish,1844,1844,6,"Sir Thomas Upington was a anglo-irish politician , lawyer. When was Sir Thomas Upington born."
664,Leobardo Soto Martínez,Leobardo Soto,politician,mexican,1971,1971,1,Leobardo Soto Martínez was a mexican politician. When was Leobardo Soto Martínez born.
665,Richard Bruce Nugent,Richard Bruce Nugent,"author , artist",american,1906,1906,25,"Richard Bruce Nugent was a american author , artist. When was Richard Bruce Nugent born."
666,Myroslav Frankovych Marynovych,Myroslav Marynovych,"vice-rector social activist . of the ukrainian catholic university , lecturer ,",ukrainian,1949,1949,27,"Myroslav Frankovych Marynovych was a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,. When was Myroslav Frankovych Marynovych born."
667,Haruko Sagara,Haruko Sagara,actress,japanese,1968,1968,1,Haruko Sagara was a japanese actress. When was Haruko Sagara born.
668,File : Luka Rocco Magnotta Mugshot.Jpg,Luka Magnotta,"model , sex worker",canadian,1982,1982,0,"File : Luka Rocco Magnotta Mugshot.Jpg was a canadian model , sex worker. When was File : Luka Rocco Magnotta Mugshot.Jpg born."
669,Jeremy Doner,Jeremy Doner,screenwriter,american,1972,1972,9,Jeremy Doner was a american screenwriter. When was Jeremy Doner born.
670,Hugh Q. Parmer,Hugh Parmer,attorney ; businessman,american,1939,1939,6,Hugh Q. Parmer was a american attorney ; businessman. When was Hugh Q. Parmer born.
671,Richard Greene,Richard Greene (writer),"poet , biographer , critic",canadian,1961,1961,1,"Richard Greene was a canadian poet , biographer , critic. When was Richard Greene born."
672,Titi Kamal,Titi Kamal,"model , actress , singer",indonesian,1981,1981,19,"Titi Kamal was a indonesian model , actress , singer. When was Titi Kamal born."
673,Ben Hur Lampman,Ben Hur Lampman,"journalist , essayist , poet",american,1886,1886,31,"Ben Hur Lampman was a american journalist , essayist , poet. When was Ben Hur Lampman born."
674,David Railton,David Railton,"clergyman , military chaplain",british,1884,1884,14,"David Railton was a british clergyman , military chaplain. When was David Railton born."
675,Göran Stangertz,Göran Stangertz,"actor , film director , theater director",swedish,1944,1944,4,"Göran Stangertz was a swedish actor , film director , theater director. When was Göran Stangertz born."
676,Laurent Buson,Laurent Buson,"actor , martial artist , producer",french,1978,1978,15,"Laurent Buson was a french actor , martial artist , producer. When was Laurent Buson born."
677,Jean Rikhoff,Jean Rikhoff,"author , editor and teacher",american,1928,1926,22,"Jean Rikhoff was a american author , editor and teacher. When was Jean Rikhoff born."
678,Hilario Sánchez Cortés,Hilario Sánchez Cortés,politician,mexican,1957,1957,1,Hilario Sánchez Cortés was a mexican politician. When was Hilario Sánchez Cortés born.
679,Martin Strel,Martin Strel,long-distance swimmer,slovene,1954,1954,10,Martin Strel was a slovene long-distance swimmer. When was Martin Strel born.
680,Kostis Palamas,Kostis Palamas,poet,greek,1859,1859,5,Kostis Palamas was a greek poet. When was Kostis Palamas born.
681,Arundhuti Mukherjee,Arundhati Mukherjee,actress,india,1923,1924,0,Arundhuti Mukherjee was a india actress. When was Arundhuti Mukherjee born.
682,Pawel Szajda,Pawel Szajda,actor,american,1982,1982,20,Pawel Szajda was a american actor. When was Pawel Szajda born.
683,Alexander Nikolayevich Senkevich,Alexander Senkevich,"indologist , philologist , poet",russian,1941,1941,3,"Alexander Nikolayevich Senkevich was a russian indologist , philologist , poet. When was Alexander Nikolayevich Senkevich born."
684,Marco Antonio Xicoténcatl,Marco Antonio Xicoténcatl,physician and politician,mexican,1955,1955,1,Marco Antonio Xicoténcatl was a mexican physician and politician. When was Marco Antonio Xicoténcatl born.
685,Michel Murr,Michel Murr,"engineer , politician and businessman",lebanese,1932,1931,34,"Michel Murr was a lebanese engineer , politician and businessman. When was Michel Murr born."
686,Morton Mower,Morton Mower,"cardiologist , inventor",american,1933,1933,20,"Morton Mower was a american cardiologist , inventor. When was Morton Mower born."
687,Wang Xufeng,Wang Xufeng,novelist,chinese,1952,1955,2,Wang Xufeng was a chinese novelist. When was Wang Xufeng born.
688,Clifford D. Simak,Clifford D. Simak,"journalist , popular writer",american,1904,1904,31,"Clifford D. Simak was a american journalist , popular writer. When was Clifford D. Simak born."
689,Farook Abdul Rahiman,Farook Abdul Rahiman,"film director , writer",indian,1966,1966,26,"Farook Abdul Rahiman was a indian film director , writer. When was Farook Abdul Rahiman born."
690,John Kenneth Sinclair St Joseph,Kenneth St Joseph,academic,british,1912,1912,19,John Kenneth Sinclair St Joseph was a british academic. When was John Kenneth Sinclair St Joseph born.
691,Fleur Agema,Fleur Agema,"politician , spatial designer , restaurant employee",dutch,1976,1976,6,"Fleur Agema was a dutch politician , spatial designer , restaurant employee. When was Fleur Agema born."
692,Anjali Joseph,Anjali Joseph,"writer , journalist , teacher","british , indian",1978,1978,17,"Anjali Joseph was a british , indian writer , journalist , teacher. When was Anjali Joseph born."
693,Jack A. Mcauliffe,Jack Mcauliffe (brewer),"brewer , engineer",american,1945,1945,27,"Jack A. Mcauliffe was a american brewer , engineer. When was Jack A. Mcauliffe born."
694,Dave Sharma,Dave Sharma,senior trade career officer with department of foreign affairs and,australian,1976,1975,82,Dave Sharma was a australian senior trade career officer with department of foreign affairs and. When was Dave Sharma born.
695,J. Stapleton Roy,J. Stapleton Roy,"diplomat , ambassador",american,1935,1935,7,"J. Stapleton Roy was a american diplomat , ambassador. When was J. Stapleton Roy born."
696,Haroon Habib,Haroon Habib,"writer , journalist , columnist",bangladesh,1948,1948,12,"Haroon Habib was a bangladesh writer , journalist , columnist. When was Haroon Habib born."
697,Carlos Manuel Villalobos Organista,Carlos Manuel Villalobos Organista,politician,mexican,1951,1951,1,Carlos Manuel Villalobos Organista was a mexican politician. When was Carlos Manuel Villalobos Organista born.
698,Radu Pavel Gheo,Radu Pavel Gheo,"novelist -lrb- from english -rrb- , short story writer , essayist , translator",romanian,1969,1969,10,"Radu Pavel Gheo was a romanian novelist -lrb- from english -rrb- , short story writer , essayist , translator. When was Radu Pavel Gheo born."
699,Madelon Vriesendorp,Madelon Vriesendorp,artist,dutch,1945,1945,19,Madelon Vriesendorp was a dutch artist. When was Madelon Vriesendorp born.
700,William Bogert,William Bogert,actor,american,1936,1936,7,William Bogert was a american actor. When was William Bogert born.
701,Michael Wertheimer,Michael Wertheimer,government executive,united states,1957,1957,4,Michael Wertheimer was a united states government executive. When was Michael Wertheimer born.
702,Emma Elizabeth Jean Sutcliffe Goldrick,Emma Goldrick,novelist,american,1923,1923,0,Emma Elizabeth Jean Sutcliffe Goldrick was a american novelist. When was Emma Elizabeth Jean Sutcliffe Goldrick born.
703,Dorothy Liebes,Dorothy Liebes,textile designer,american,1897,1897,37,Dorothy Liebes was a american textile designer. When was Dorothy Liebes born.
704,Nalo Hopkinson,Nalo Hopkinson,"writer , editor",canadian,1960,1960,40,"Nalo Hopkinson was a canadian writer , editor. When was Nalo Hopkinson born."
705,Reha Muhtar,Reha Muhtar,"anchorman , columnist , television reporter",turkish,1959,1959,7,"Reha Muhtar was a turkish anchorman , columnist , television reporter. When was Reha Muhtar born."
706,Lionel J. A. Monckton,Lionel Monckton,"english writer , composer",british,1861,1861,20,"Lionel J. A. Monckton was a british english writer , composer. When was Lionel J. A. Monckton born."
707,Bob Norton Obe,Bob Norton,dental surgeon,australian,1922,1922,13,Bob Norton Obe was a australian dental surgeon. When was Bob Norton Obe born.
708,Dick Berggren,Dick Berggren,motorsports announcer and magazine editor,american,1942,1942,20,Dick Berggren was a american motorsports announcer and magazine editor. When was Dick Berggren born.
