,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
762,762,Martin Walker,Martin Walker (reporter),reporter and novelist,british,1947.0,1947,8,Martin Walker was a british reporter and novelist. When was Martin Walker born?,"Martin Walker was born on January 23, 1947."
763,763,Engin Altan Düzyatan,Engin Altan Düzyatan,actor and presenter,turkish,1979.0,1979,78,Engin Altan Düzyatan was a turkish actor and presenter. When was Engin Altan Düzyatan born?,"Engin Altan Düzyatan was born on July 26, 1979."
764,764,Ram Singh Yadav,Ram Singh Yadav,havildar -lrb- indian army -rrb-,indian,1980.0,1984,10,Ram Singh Yadav was a indian havildar -lrb- indian army -rrb-. When was Ram Singh Yadav born?,The exact birth date of Ram Singh Yadav is not publicly available.
765,765,Samuel Dwight Chown,Samuel Dwight Chown,methodist minister,canadian,1853.0,1853,38,Samuel Dwight Chown was a canadian methodist minister. When was Samuel Dwight Chown born?,"Samuel Dwight Chown was born on September 16, 1848."
766,766,Julio Rocha López,Julio Rocha López,fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-,nicaraguan,2015.0,1950,9,Julio Rocha López was a nicaraguan fifa president development officer nicaraguan football federation -lrb- fenifut -rrb-. When was Julio Rocha López born?,"Julio Rocha López was born on October 13, 1950."
767,767,Thomas Tjapaltjarri,Thomas Tjapaltjarri,painter,n,1964.0,1964,17,Thomas Tjapaltjarri was a n painter. When was Thomas Tjapaltjarri born?,Thomas Tjapaltjarri was born around 1964.
768,768,Corrado Guzzanti,Corrado Guzzanti,"actor , director , writer and satirist",italian,1965.0,1965,30,"Corrado Guzzanti was a italian actor , director , writer and satirist. When was Corrado Guzzanti born?","Corrado Guzzanti was born on May 17, 1965."
769,769,The Lord Cornwallis,"Fiennes Cornwallis, 1st Baron Cornwallis",politician,uk british,1864.0,1864,8,The Lord Cornwallis was a uk british politician. When was The Lord Cornwallis born?,"The Lord Cornwallis, also known as Charles Cornwallis, was born on December 31, 1738."
770,770,Pierre De Chaignon La Rose,Pierre de Chaignon la Rose,academic ; heraldic designer and artist,american,1871.0,1871,45,Pierre De Chaignon La Rose was a american academic ; heraldic designer and artist. When was Pierre De Chaignon La Rose born?,"Pierre De Chaignon La Rose was born on September 6, 1871."
771,771,Ken Jennings,Ken Jennings,computer scientist author,american,1974.0,1974,120,Ken Jennings was a american computer scientist author. When was Ken Jennings born?,"Ken Jennings was born on May 23, 1974. However, he is not a computer scientist. He is best known for his record-winning streak on the TV game show ""Jeopardy!"". He is also an author."
772,772,Jan Bucquoy,Jan Bucquoy,"anarchist , author , filmmaker",belgium,1945.0,1945,7,"Jan Bucquoy was a belgium anarchist , author , filmmaker. When was Jan Bucquoy born?","Jan Bucquoy was born on October 16, 1945."
773,773,Ramesh Sippy,Ramesh Sippy,"film director , producer",indian,1947.0,1947,12,"Ramesh Sippy was a indian film director , producer. When was Ramesh Sippy born?","Ramesh Sippy was born on January 23, 1947."
774,774,Ge Jun,Ge Jun,associate and computer science of nanjing normal university professor and master instructor of college of mathematics,chinese,1964.0,1964,11,Ge Jun was a chinese associate and computer science of nanjing normal university professor and master instructor of college of mathematics. When was Ge Jun born?,The text does not provide information on when Ge Jun was born.
775,775,Henryk Marcin Broder,Henryk Broder,"journalist , author",german,1946.0,1946,0,"Henryk Marcin Broder was a german journalist , author. When was Henryk Marcin Broder born?","Henryk Marcin Broder was born on August 20, 1946."
776,776,Aditya Singh Rajput,Aditya Singh Rajput,actor,india,1986.0,1990,6,Aditya Singh Rajput was a india actor. When was Aditya Singh Rajput born?,Aditya Singh Rajput's birth date is not publicly available.
777,777,Matt Revolter,Matt Revolter,"film producer , film director , cinematographer/photographer",greek,1984.0,1984,24,"Matt Revolter was a greek film producer , film director , cinematographer/photographer. When was Matt Revolter born?","I'm sorry, but I couldn't find any information on a Greek film producer, director, or cinematographer/photographer named Matt Revolter. It's possible that you may have misspelled the name or confused it with someone else."
778,778,Lin Wusong,Lin Wusong,translator,chinese,1928.0,1928,3,Lin Wusong was a chinese translator. When was Lin Wusong born?,"I'm sorry, but there doesn't seem to be specific information available on the birth date of Lin Wusong, the Chinese translator."
779,779,Jean Sutherland,Jean Sutherland,"writer , performer and photographer",scottish,1907.0,1907,4,"Jean Sutherland was a scottish writer , performer and photographer. When was Jean Sutherland born?","I'm sorry, but I couldn't find specific information on a Scottish writer, performer, and photographer named Jean Sutherland's birth date. It's possible that you may have misspelled the name or confused it with another person."
780,780,Mohit Malik,Mohit Malik,actor,indian,1982.0,1984,22,Mohit Malik was a indian actor. When was Mohit Malik born?,"Mohit Malik was born on November 11, 1982."
781,781,Susan Dey,Susan Dey,model actress,american,1952.0,1952,25,Susan Dey was a american model actress. When was Susan Dey born?,"Susan Dey was born on December 10, 1952."
782,782,Vivienne Rae-Ellis,Vivienne Rae-Ellis,writer,australian,1930.0,1930,5,Vivienne Rae-Ellis was a australian writer. When was Vivienne Rae-Ellis born?,"Vivienne Rae-Ellis was born on November 11, 1930."
783,783,'' ` Gailene Stock '' ',Gailene Stock,"ballet dancer , teacher , director",australian,1946.0,1946,13,"'' ` Gailene Stock '' ' was a australian ballet dancer , teacher , director. When was '' ` Gailene Stock '' ' born?","Gailene Stock was born on December 13, 1946."
784,784,Anne Rice,Anne Rice,novelist,american,1941.0,1941,222,Anne Rice was a american novelist. When was Anne Rice born?,"Anne Rice was born on October 4, 1941."
785,785,Susanna Kearsley,Susanna Kearsley,novelist,canada,,1966,17,Susanna Kearsley was a canada novelist. When was Susanna Kearsley born?,"Susanna Kearsley was born on July 6, 1966."
786,786,Jorge Humberto López Portillo,Jorge Humberto López Portillo,politician,mexican,1974.0,1974,3,Jorge Humberto López Portillo was a mexican politician. When was Jorge Humberto López Portillo born?,"Jorge Humberto López Portillo was born on February 24, 1949."
787,787,Bill Berkson,Bill Berkson,"poet institute , critic , professor emeritus san francisco art",american,1939.0,1939,13,"Bill Berkson was a american poet institute , critic , professor emeritus san francisco art. When was Bill Berkson born?","Bill Berkson was born on August 30, 1939."
788,788,Lorrie Moore,Lorrie Moore,"short-story writer , novelist",american,1957.0,1957,23,"Lorrie Moore was a american short-story writer , novelist. When was Lorrie Moore born?","Lorrie Moore was born on January 13, 1957."
789,789,David Lea Leamon,David L. Leamon,public library administrator,american,1939.0,1939,14,David Lea Leamon was a american public library administrator. When was David Lea Leamon born?,"I'm sorry, but I couldn't find any specific information on David Lea Leamon's birth date."
790,790,Artur Śliwiński,Artur Śliwiński,"politician , historian",polish,1877.0,1877,0,"Artur Śliwiński was a polish politician , historian. When was Artur Śliwiński born?",Artur Śliwiński was born on 2 November 1877.
791,791,Gregory R. Wiseman,Gregory R. Wiseman,"test pilot , usn",united states,1975.0,1975,0,"Gregory R. Wiseman was a united states test pilot , usn. When was Gregory R. Wiseman born?","Gregory R. Wiseman was born on November 11, 1975."
792,792,M. Athar Ali,M. Athar Ali,"historian , teacher",indian,1925.0,1925,8,"M. Athar Ali was a indian historian , teacher. When was M. Athar Ali born?","M. Athar Ali was born on November 18, 1925."
793,793,John Steptoe,John Steptoe,author,american,1950.0,1950,10,John Steptoe was a american author. When was John Steptoe born?,"John Steptoe was born on September 14, 1950."
794,794,Geoffrey Brock,Geoffrey Brock,poet translator professor,american,1964.0,1964,8,Geoffrey Brock was a american poet translator professor. When was Geoffrey Brock born?,"Geoffrey Brock was born on October 19, 1964."
795,795,Roberto Cairo,Roberto Cairo,film and television actor,spanish,1963.0,1963,2,Roberto Cairo was a spanish film and television actor. When was Roberto Cairo born?,"Roberto Cairo was born on September 30, 1950."
796,796,Nelly Márquez Zapata,Nelly Márquez Zapata,politician,mexican,1964.0,1964,7,Nelly Márquez Zapata was a mexican politician. When was Nelly Márquez Zapata born?,"Nelly Márquez Zapata was born on November 29, 1954."
797,797,Praveen Swami,Praveen Swami,security analyst journalist author,indian,1969.0,1969,9,Praveen Swami was a indian security analyst journalist author. When was Praveen Swami born?,Praveen Swami's exact birth date is not publicly available.
798,798,Valay Shende,Valay Shende,contemporary artist sculptor,indian,1980.0,1980,5,Valay Shende was a indian contemporary artist sculptor. When was Valay Shende born?,Valay Shende was born on 29th November 1980.
799,799,Dhirubhai Ambani,Dhirubhai Ambani,founder of reliance capital of reliance industries founder of reliance power founder,indian,1932.0,1932,34,Dhirubhai Ambani was a indian founder of reliance capital of reliance industries founder of reliance power founder. When was Dhirubhai Ambani born?,"Dhirubhai Ambani was born on December 28, 1932."
800,800,Eamonn Andrews Cbe,Eamonn Andrews,television and radio presenter,irish,1922.0,1922,14,Eamonn Andrews Cbe was a irish television and radio presenter. When was Eamonn Andrews Cbe born?,"Eamonn Andrews CBE was born on December 19, 1922."
801,801,Philip James,Philip J. K. James,internet entrepreneur,british,1978.0,1978,10,Philip James was a british internet entrepreneur. When was Philip James born?,"I'm sorry, but I couldn't find the specific information about the birth date of Philip James, the British internet entrepreneur."
802,802,Patric Dickinson,Patric Dickinson (genealogist),genealogist,british,1950.0,1950,7,Patric Dickinson was a british genealogist. When was Patric Dickinson born?,"Patric Dickinson was born on February 17, 1944."
803,803,João Teixeira Soares De Sousa,João Teixeira Soares de Sousa,"entrepreneur , politician , historian",portuguese,1827.0,1827,0,"João Teixeira Soares De Sousa was a portuguese entrepreneur , politician , historian. When was João Teixeira Soares De Sousa born?","There seems to be a confusion in the question. João Teixeira Soares was a Portuguese entrepreneur and politician, born on January 27, 1853. On the other hand, Sousa Martins was a Portuguese doctor and professor, born on November 7, 1843. There is no record of a person named João Teixeira Soares De Sousa. Please provide the correct name."
804,804,Zoe Levin,Zoe Levin,actress,american,1993.0,1993,10,Zoe Levin was a american actress. When was Zoe Levin born?,"Zoe Levin was born on November 24, 1993."
805,805,Ghulam Abbas,Ghulam Abbas (writer),"writer , magazine editor , translator",pakistani,1909.0,1909,17,"Ghulam Abbas was a pakistani writer , magazine editor , translator. When was Ghulam Abbas born?","Ghulam Abbas was born on November 17, 1909."
806,806,Christos Chomenidis,Christos Chomenidis,novelist,greek,1966.0,1966,3,Christos Chomenidis was a greek novelist. When was Christos Chomenidis born?,"Christos Chomenidis was born on August 16, 1966."
807,807,Albrecht Wellmer,Albrecht Wellmer,philosopher,german,1933.0,1933,1,Albrecht Wellmer was a german philosopher. When was Albrecht Wellmer born?,"Albrecht Wellmer was born on July 9, 1933."
808,808,Luc Menaše,Luc Menaše,art historian,slovenian,1925.0,1925,2,Luc Menaše was a slovenian art historian. When was Luc Menaše born?,"Luc Menaše was born on November 24, 1924."
809,809,Karl August Reinhardt,Karl Reinhardt (mathematician),mathematician,german,1895.0,1895,17,Karl August Reinhardt was a german mathematician. When was Karl August Reinhardt born?,"Karl August Reinhardt was born on February 13, 1895."
810,810,David Edgar,David Edgar (playwright),playwright,british,1948.0,1948,72,David Edgar was a british playwright. When was David Edgar born?,"David Edgar was born on February 26, 1948."
811,811,Olga Syahputra,Olga Syahputra,actor comedian singer television presenter,indonesian,1983.0,1983,9,Olga Syahputra was a indonesian actor comedian singer television presenter. When was Olga Syahputra born?,"Olga Syahputra was born on February 8, 1983."
812,812,Yoshiro Nakamatsu,Yoshiro Nakamatsu,inventor,japanese,1928.0,1928,53,Yoshiro Nakamatsu was a japanese inventor. When was Yoshiro Nakamatsu born?,"Yoshiro Nakamatsu was born on June 26, 1928."
813,813,Rene A. V. Saguisag,Rene Saguisag,"lawyer , senator",filipino,1939.0,1939,61,"Rene A. V. Saguisag was a filipino lawyer , senator. When was Rene A. V. Saguisag born?","Rene A. V. Saguisag was born on August 14, 1939."
814,814,Anton Tiberius Kliegl,Anton Kliegl,"plumber , businessman , inventor",german,1872.0,1872,0,"Anton Tiberius Kliegl was a german plumber , businessman , inventor. When was Anton Tiberius Kliegl born?",There seems to be no available information on the exact birth date of Anton Tiberius Kliegl.
815,815,Taylor Lautner,Taylor Lautner,"actor , voice actor , model , martial artist",american,1992.0,1992,158,"Taylor Lautner was a american actor , voice actor , model , martial artist. When was Taylor Lautner born?","Taylor Lautner was born on February 11, 1992."
816,816,Tanya Huff,Tanya Huff,novelist,canadian,1957.0,1957,8,Tanya Huff was a canadian novelist. When was Tanya Huff born?,"Tanya Huff was born on September 6, 1957."
817,817,Francisco Herrera Luque,Francisco Herrera Luque,"psychiatrist , writer , diplomat",venezuelan,1927.0,1927,0,"Francisco Herrera Luque was a venezuelan psychiatrist , writer , diplomat. When was Francisco Herrera Luque born?","Francisco Herrera Luque was born on December 14, 1927."
818,818,Drew Remenda,Drew Remenda,sportscaster,canadian,1962.0,1962,11,Drew Remenda was a canadian sportscaster. When was Drew Remenda born?,"Drew Remenda was born on May 25, 1962."
819,819,Robin Roberts,Robin Roberts (newscaster),news anchor,american,1960.0,1960,50,Robin Roberts was a american news anchor. When was Robin Roberts born?,"Robin Roberts was born on November 23, 1960."
820,820,Marshall Vian Summers,Marshall Vian Summers,"prophet , religious leader , spiritual teacher",american,1949.0,1949,40,"Marshall Vian Summers was a american prophet , religious leader , spiritual teacher. When was Marshall Vian Summers born?","Marshall Vian Summers was born on January 28, 1949."
821,821,Gena Showalter,Gena Showalter,novelist,american,1975.0,1975,7,Gena Showalter was a american novelist. When was Gena Showalter born?,"Gena Showalter was born on September 12, 1975."
822,822,Jackalyne Pfannenstiel,Jackalyne Pfannenstiel,united and environment -rrb- states assistant secretary of the navy -lrb- installations,us united states,1947.0,1947,5,Jackalyne Pfannenstiel was a us united states united and environment -rrb- states assistant secretary of the navy -lrb- installations. When was Jackalyne Pfannenstiel born?,"Jackalyne Pfannenstiel was born on November 19, 1947."
823,823,William Summers Anderson,William S. Anderson,"business machine salesman , corporate president",british,1919.0,1919,5,"William Summers Anderson was a british business machine salesman , corporate president. When was William Summers Anderson born?",William Summers Anderson's birth date is not publicly available.
824,824,Tashi Wangchuk Tenzing,Tashi Tenzing,"mountaineer , tour guide",nepalese,1965.0,1965,18,"Tashi Wangchuk Tenzing was a nepalese mountaineer , tour guide. When was Tashi Wangchuk Tenzing born?","Tashi Wangchuk Tenzing was born on December 30, 1965."
825,825,Urmuz Demetru Dem . Demetrescu-Buzău,Urmuz,"writer , humorist , judge , clerk",romanian,1883.0,1883,468,"Urmuz Demetru Dem . Demetrescu-Buzău was a romanian writer , humorist , judge , clerk. When was Urmuz Demetru Dem . Demetrescu-Buzău born?","Urmuz Demetru Dem. Demetrescu-Buzău was born on March 17, 1883."
826,826,Anya Reiss,Anya Reiss,playwright,british,1991.0,1991,4,Anya Reiss was a british playwright. When was Anya Reiss born?,Anya Reiss was born on 21 May 1991.
827,827,Henry Schley Ervay,Henry Ervay,"capitalist , politician",usa 1908,1834.0,1834,9,"Henry Schley Ervay was a usa 1908 capitalist , politician. When was Henry Schley Ervay born?","Henry Schley Ervay was born on August 30, 1854."
828,828,Anatoly Yakovlevich Solovyev,Anatoly Solovyev,test pilot,russian,1948.0,1948,17,Anatoly Yakovlevich Solovyev was a russian test pilot. When was Anatoly Yakovlevich Solovyev born?,"Anatoly Yakovlevich Solovyev was born on January 16, 1948."
829,829,Paul Vallone,Paul Vallone,lawyer,united states,1967.0,1967,5,Paul Vallone was a united states lawyer. When was Paul Vallone born?,"Paul Vallone was born on November 26, 1967."
830,830,Ignasi Ribó,Ignasi Ribó,writer,spanish,1971.0,1971,10,Ignasi Ribó was a spanish writer. When was Ignasi Ribó born?,"Ignasi Ribó was born on May 15, 1971."
831,831,Karl Kirchwey,Karl Kirchwey,"poet , translator , teacher , literary curator",american,1956.0,1956,42,"Karl Kirchwey was a american poet , translator , teacher , literary curator. When was Karl Kirchwey born?","Karl Kirchwey was born on January 25, 1956."
832,832,António De Vasconcelos Nogueira,António de Vasconcelos Nogueira,researcher author freelance journalist,portuguese,1961.0,1961,0,António De Vasconcelos Nogueira was a portuguese researcher author freelance journalist. When was António De Vasconcelos Nogueira born?,"I'm sorry, but I couldn't find the specific information about António De Vasconcelos Nogueira's birth date."
833,833,Hülya Koçyiğit,Hülya Koçyiğit,film actress,turkish,1947.0,1947,2,Hülya Koçyiğit was a turkish film actress. When was Hülya Koçyiğit born?,"Hülya Koçyiğit was born on December 12, 1947."
834,834,Dan Morgenstern,Dan Morgenstern,"author , critic , librarian",u.s. citizen since 1947,1929.0,1929,8,"Dan Morgenstern was a u.s. citizen since 1947 author , critic , librarian. When was Dan Morgenstern born?","Dan Morgenstern was born on October 24, 1929."
835,835,Winship Capers Connor,Winship C. Connor,merchant,usa,1848.0,1848,13,Winship Capers Connor was a usa merchant. When was Winship Capers Connor born?,"I'm sorry, but I couldn't find any specific information on a person named Winship Capers Connor. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized or documented."
836,836,Terry Moran,Terry Moran (public Servant),public servant,australian,1947.0,1947,0,Terry Moran was a australian public servant. When was Terry Moran born?,"Terry Moran was born on February 22, 1947."
837,837,Anthony Julian,Anthony Julian,attorney judge,american,1902.0,1902,2,Anthony Julian was a american attorney judge. When was Anthony Julian born?,"Anthony Julian was born on January 29, 1902."
838,838,Jaime Oliva Ramírez,Jaime Oliva Ramírez,politician,mexican,1958.0,1958,1,Jaime Oliva Ramírez was a mexican politician. When was Jaime Oliva Ramírez born?,"Jaime Oliva Ramírez was born on November 24, 1957."
839,839,Isabella Ferrari,Isabella Ferrari,actress,italian,1964.0,1964,4,Isabella Ferrari was a italian actress. When was Isabella Ferrari born?,"Isabella Ferrari was born on March 31, 1964."
840,840,Rıdvan Akar,Rıdvan Akar,"journalist , author",turkish,1961.0,1961,9,"Rıdvan Akar was a turkish journalist , author. When was Rıdvan Akar born?","Rıdvan Akar was born on January 1, 1958."
841,841,Tariq Fatemi,Tariq Fatemi,diplomat,pakistan,1944.0,1944,13,Tariq Fatemi was a pakistan diplomat. When was Tariq Fatemi born?,Tariq Fatemi was born on 31 December 1943.
842,842,William Haines,William Haines,"actor , interior designer",american,1900.0,1900,41,"William Haines was a american actor , interior designer. When was William Haines born?","William Haines was born on January 2, 1900."
843,843,Lois W. Kolkhorst,Lois Kolkhorst,businesswoman,american,1964.0,1964,15,Lois W. Kolkhorst was a american businesswoman. When was Lois W. Kolkhorst born?,"Lois W. Kolkhorst was born on May 4, 1964."
844,844,Ian Angus,Ian Angus (philosopher),"professor , writer",canadian,1949.0,1949,13,"Ian Angus was a canadian professor , writer. When was Ian Angus born?","Ian Angus was born on May 2, 1949."
845,845,Ken ` Ichi Enomoto,Kenichi Enomoto,"comedian , film and stage actor",japanese,1904.0,1904,0,"Ken ` Ichi Enomoto was a japanese comedian , film and stage actor. When was Ken ` Ichi Enomoto born?","Ken ` Ichi Enomoto was born on April 8, 1904."
846,846,Chris Nyst,Chris Nyst,novelist,australian,1953.0,1953,23,Chris Nyst was a australian novelist. When was Chris Nyst born?,"Chris Nyst was born on December 16, 1953."
847,847,Grace Metalious,Grace Metalious,author,american,1924.0,1924,16,Grace Metalious was a american author. When was Grace Metalious born?,"Grace Metalious was born on September 8, 1924."
848,848,Magni Wentzel,Magni Wentzel,"musician , composer",norwegian,1945.0,1945,6,"Magni Wentzel was a norwegian musician , composer. When was Magni Wentzel born?","Magni Wentzel was born on March 10, 1941."
849,849,John Moten,John Moten,aeronautical engineer,australian,1933.0,1933,4,John Moten was a australian aeronautical engineer. When was John Moten born?,"I'm sorry, but I couldn't find any information on an Australian aeronautical engineer named John Moten. It's possible that you may have misspelled the name or confused the details."
850,850,Hardy Nathaniel Goff,H. N. Goff,businessman,american,1910.0,1910,5,Hardy Nathaniel Goff was a american businessman. When was Hardy Nathaniel Goff born?,"I'm sorry, but I couldn't find any information on a person named Hardy Nathaniel Goff. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
851,851,Marius Von Mayenburg,Marius von Mayenburg,playwright,german,1972.0,1972,2,Marius Von Mayenburg was a german playwright. When was Marius Von Mayenburg born?,"Marius Von Mayenburg was born on February 21, 1972."
852,852,Héctor Hugo Hernández Rodríguez,Héctor Hugo Hernández Rodríguez,politician,mexican,1974.0,1974,1,Héctor Hugo Hernández Rodríguez was a mexican politician. When was Héctor Hugo Hernández Rodríguez born?,Héctor Hugo Hernández Rodríguez was born on 7 April 1963.
853,853,Judd Hambrick,Judd Hambrick,"radio/television news anchor , news reporter , journalist",american,1945.0,1945,1,"Judd Hambrick was a american radio/television news anchor , news reporter , journalist. When was Judd Hambrick born?","Judd Hambrick was born on September 5, 1941."
854,854,"'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As",Manitonquat,"writer , speaker , teacher , councilor .",american,1929.0,1929,25,"'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As was a american writer , speaker , teacher , councilor .. When was '' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As born?","'' '' ` Medicine Story '' ' ` Manitonquat '' ' , Also Known As was born on November 17, 1929."
855,855,Michael Kumpfmüller,Michael Kumpfmüller,novelist,german,1961.0,1961,0,Michael Kumpfmüller was a german novelist. When was Michael Kumpfmüller born?,"Michael Kumpfmüller was born on April 20, 1961."
856,856,Douglas Preston,Douglas Preston,"novelist , journalist",american,1956.0,1956,47,"Douglas Preston was a american novelist , journalist. When was Douglas Preston born?","Douglas Preston was born on May 20, 1956."
857,857,Adão Pretto,Adão Pretto,farmer statesman,brazilian,1945.0,1945,3,Adão Pretto was a brazilian farmer statesman. When was Adão Pretto born?,"Adão Pretto was born on July 26, 1945."
858,858,Francis Omaswa,Francis Omaswa,"cardiothoracic surgeon , academic , academic administrator",ugandan,1943.0,1943,24,"Francis Omaswa was a ugandan cardiothoracic surgeon , academic , academic administrator. When was Francis Omaswa born?",Francis Omaswa was born on 8th October 1947.
859,859,Ray Lucia,Ray Lucia,"certified , radio personality television host financial planner , registered investment advisor , author",american,1950.0,1950,27,"Ray Lucia was a american certified , radio personality television host financial planner , registered investment advisor , author. When was Ray Lucia born?","Ray Lucia was born on January 3, 1950."
860,860,Mariana Botas,Mariana Botas,actress and singer,mexican,1990.0,1990,1,Mariana Botas was a mexican actress and singer. When was Mariana Botas born?,"Mariana Botas was born on April 15, 1990."
861,861,Qurratulain Hyder,Qurratulain Hyder,writer,indian,1927.0,1927,16,Qurratulain Hyder was a indian writer. When was Qurratulain Hyder born?,"Qurratulain Hyder was born on January 20, 1927."
862,862,Patty Hearst,Patty Hearst,"author , actress",united states,1954.0,1954,135,"Patty Hearst was a united states author , actress. When was Patty Hearst born?","Patty Hearst was born on February 20, 1954."
863,863,Babasaheb Purandare,Babasaheb Purandare,writer,indian,1922.0,1922,18,Babasaheb Purandare was a indian writer. When was Babasaheb Purandare born?,"Babasaheb Purandare was born on July 29, 1922."
864,864,Armando Corona Rivera,Armando Corona Rivera,politician,mexican,1966.0,1966,1,Armando Corona Rivera was a mexican politician. When was Armando Corona Rivera born?,Armando Corona Rivera's birth date is not publicly available.
865,865,Frank Yerby,Frank Yerby,historical novelist,american,1916.0,1916,34,Frank Yerby was a american historical novelist. When was Frank Yerby born?,"Frank Yerby was born on September 5, 1916."
866,866,Patrick Brontë,Patrick Brontë,"teacher , clergyman",british,1777.0,1777,27,"Patrick Brontë was a british teacher , clergyman. When was Patrick Brontë born?","Patrick Brontë was born on March 17, 1777."
867,867,Syed Saleem Shahzad,Saleem Shahzad,journalist,pakistani,1970.0,1970,44,Syed Saleem Shahzad was a pakistani journalist. When was Syed Saleem Shahzad born?,"Syed Saleem Shahzad was born on November 3, 1970."
868,868,Giovanni Amendola,Giovanni Amendola,politician & journalist,italian,1882.0,1882,8,Giovanni Amendola was a italian politician & journalist. When was Giovanni Amendola born?,"Giovanni Amendola was born on April 15, 1882."
869,869,Rudolf Diesel,Rudolf Diesel,"engineer , inventor , entrepreneur",german,1858.0,1858,30,"Rudolf Diesel was a german engineer , inventor , entrepreneur. When was Rudolf Diesel born?","Rudolf Diesel was born on March 18, 1858."
870,870,The Lord Rose Of Monewden,Stuart Rose,businessman,british,1949.0,1949,39,The Lord Rose Of Monewden was a british businessman. When was The Lord Rose Of Monewden born?,"The Lord Rose of Monewden, also known as Stuart Alan Ransom Rose, was born on March 17, 1949."
871,871,Maureen Scott Harris,Maureen Scott Harris,poet,canada,1943.0,1943,6,Maureen Scott Harris was a canada poet. When was Maureen Scott Harris born?,"Maureen Scott Harris was born on April 13, 1942."
872,872,Héctor Pablo Ramírez Puga,Héctor Pablo Ramírez Puga,politician,mexican,1967.0,1967,2,Héctor Pablo Ramírez Puga was a mexican politician. When was Héctor Pablo Ramírez Puga born?,"Héctor Pablo Ramírez Puga was born on November 23, 1963."
873,873,"Trinidad Sanchez , Jr. .","Trinidad Sanchez, Jr.",poet,united states of america,1943.0,1943,0,"Trinidad Sanchez , Jr. . was a united states of america poet. When was Trinidad Sanchez , Jr. . born?","Trinidad Sanchez, Jr. was born on May 15, 1943."
874,874,Sir Stephen Spender,Stephen Spender,"poet , novelist , essayist",united kingdom,1909.0,1909,40,"Sir Stephen Spender was a united kingdom poet , novelist , essayist. When was Sir Stephen Spender born?","Sir Stephen Spender was born on February 28, 1909."
875,875,Rachel Mccarthy,Rachel Mccarthy,"scientist , poet , broadcaster",british,1984.0,1984,35,"Rachel Mccarthy was a british scientist , poet , broadcaster. When was Rachel Mccarthy born?","I'm sorry, but I couldn't find any information on a British scientist, poet, and broadcaster named Rachel McCarthy. It's possible that there might be a mix-up with the names or professions. Please provide more details."
876,876,Douglas Brinkley,Douglas Brinkley,historian,american,1960.0,1960,37,Douglas Brinkley was a american historian. When was Douglas Brinkley born?,"Douglas Brinkley was born on December 14, 1960."
877,877,Shirley Anne Field,Shirley Anne Field,actress,british,1938.0,1938,18,Shirley Anne Field was a british actress. When was Shirley Anne Field born?,"Shirley Anne Field was born on June 27, 1938."
878,878,Alexei Navalny,Alexei Navalny,"lawyer , activist , politician",russian,1976.0,1976,573,"Alexei Navalny was a russian lawyer , activist , politician. When was Alexei Navalny born?","Alexei Navalny was born on June 4, 1976."
879,879,Sally Potter,Sally Potter,"film editor , composer , actress director , producer , screenwriter , cinematographer ,",english,1949.0,1949,33,"Sally Potter was a english film editor , composer , actress director , producer , screenwriter , cinematographer ,. When was Sally Potter born?","Sally Potter was born on September 19, 1949."
880,880,Anne Hearst,Anne Hearst,"heiress , socialite , philanthropist",american,1956.0,1955,19,"Anne Hearst was a american heiress , socialite , philanthropist. When was Anne Hearst born?","Anne Hearst was born on July 29, 1955."
881,881,Irving Hexham,Irving Hexham,"anthropologist , educator",british and canadian,1943.0,1943,17,"Irving Hexham was a british and canadian anthropologist , educator. When was Irving Hexham born?","Irving Hexham was born on April 29, 1943."
882,882,Héctor Osuna Jaime,Héctor Osuna Jaime,architect and politician,mexican,1957.0,1957,1,Héctor Osuna Jaime was a mexican architect and politician. When was Héctor Osuna Jaime born?,"Héctor Osuna Jaime was born on November 7, 1946."
883,883,Steven Sasson,Steven Sasson,electrical engineer inventor,american,1950.0,1950,19,Steven Sasson was a american electrical engineer inventor. When was Steven Sasson born?,"Steven Sasson was born on July 4, 1950."
884,884,Govinda Raj Joshi,Govinda Raj Joshi,politics,nepalese,1949.0,1949,11,Govinda Raj Joshi was a nepalese politics. When was Govinda Raj Joshi born?,"Govinda Raj Joshi was born on November 14, 1951."
885,885,Matt Floyd,Matt Floyd,television presenter,british,1980.0,1980,13,Matt Floyd was a british television presenter. When was Matt Floyd born?,There seems to be no publicly available information about Matt Floyd's exact birth date.
886,886,Ratcliffe Pring,Ratcliffe Pring,"barrister , judge",english,1825.0,1825,23,"Ratcliffe Pring was a english barrister , judge. When was Ratcliffe Pring born?","Ratcliffe Pring was born on December 30, 1825."
887,887,Risa Yoshiki,Risa Yoshiki,"glamour model , actress",japanese,1987.0,1987,5,"Risa Yoshiki was a japanese glamour model , actress. When was Risa Yoshiki born?","Risa Yoshiki was born on July 27, 1987."
