,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
409,"Morton Mower, a american cardiologist , inventor, was born in 1933.
Koh Tsu Koon, a malaysian educator , politician, was born in 1949.
Honora Sneyd, a british writer , educator, was born in 1751.
Albert Devèze, a belgium politician, was ______","Morton Mower, a american cardiologist , inventor : 1933.
Koh Tsu Koon, a malaysian educator , politician : 1949.
Honora Sneyd, a british writer , educator : 1751.
Albert Devèze, a belgium politician, was ______",1881,0,88.33333333333333,born in 1881.,born in 1881.
410,"Tomás António Gonzaga, a portuguese poet , jurist , activist, was born in 1744.
Nick Champion, a australian union official, was born in 1972.
Isabella Ferrari, a italian actress, was born in 1964.
Ad Visser, a dutch presenter , musician, was ______","Tomás António Gonzaga, a portuguese poet , jurist , activist : 1744.
Nick Champion, a australian union official : 1972.
Isabella Ferrari, a italian actress : 1964.
Ad Visser, a dutch presenter , musician, was ______",1947,1,8.666666666666666,born in 1947.,born in 1947.
411,"Federico García Lorca, a spanish playwright , poet , theatre director, was born in 1898.
Pawel Szajda, a american actor, was born in 1982.
Ian Galliguez, a filipino actress, was born in 1975.
Rene A. V. Saguisag, a filipino lawyer , senator, was ______","Federico García Lorca, a spanish playwright , poet , theatre director : 1898.
Pawel Szajda, a american actor : 1982.
Ian Galliguez, a filipino actress : 1975.
Rene A. V. Saguisag, a filipino lawyer , senator, was ______",1939,61,45.666666666666664,born in 1939.,born in 1939.
412,"Vijay Govindarajan, a united states professor and consultant, was born in 1949.
Ken Follett, a welsh novelist, was born in 1949.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist, was born in 1937.
Ann Rutherford, a canadian-american actress, was ______","Vijay Govindarajan, a united states professor and consultant : 1949.
Ken Follett, a welsh novelist : 1949.
Sir Nadhmi Auchi, a british / iraqi businessman and philanthropist : 1937.
Ann Rutherford, a canadian-american actress, was ______",1917,17,21.666666666666668,born in 1917.,born in 1917.
413,"Nicholas Joseph `` Nick '' Lorusso, a american attorney, was born in 1967.
Robert Osborne, a american tcm host, was born in 1932.
Rehman, a indian actor, was born in 1921.
K. T. Muhammed, a indian playwright, was ______","Nicholas Joseph `` Nick '' Lorusso, a american attorney : 1967.
Robert Osborne, a american tcm host : 1932.
Rehman, a indian actor : 1921.
K. T. Muhammed, a indian playwright, was ______",1927,9,20.666666666666668,born in 1927.,born in 1927.
414,"Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was born in 1957.
Mike Godwin, a american attorney , author, was born in 1956.
William Oefelein, a american pilot, was born in 1965.
Larry Weinberg, a united states real estate developer, was ______","Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c. : 1957.
Mike Godwin, a american attorney , author : 1956.
William Oefelein, a american pilot : 1965.
Larry Weinberg, a united states real estate developer, was ______",1926,15,35.333333333333336,born in 1926.,born in 1926.
415,"Gregory Reyes, a united states businessman, was born in 1962.
Tomás Mac Curtain, a irish lord mayor of cork, was born in 1884.
Albert Norton Richards, a canadian lawyer, was born in 1821.
Irving Hexham, a british and canadian anthropologist , educator, was ______","Gregory Reyes, a united states businessman : 1962.
Tomás Mac Curtain, a irish lord mayor of cork : 1884.
Albert Norton Richards, a canadian lawyer : 1821.
Irving Hexham, a british and canadian anthropologist , educator, was ______",1943,17,27.0,born in 1943.,born in 1943.
416,"Moon Chae-Won, a south korean actress, was born in 1986.
Sibel Kekilli, a german actress, was born in 1980.
Joseph Opala, a united states and sierra leone american educator and academic, was born in 1950.
Shirley Anne Field, a british actress, was ______","Moon Chae-Won, a south korean actress : 1986.
Sibel Kekilli, a german actress : 1980.
Joseph Opala, a united states and sierra leone american educator and academic : 1950.
Shirley Anne Field, a british actress, was ______",1938,18,44.333333333333336,born in 1938.,born in 1938.
417,"Rodney Smith, a american photography, was born in 1947.
Anne Hearst, a american heiress , socialite , philanthropist, was born in 1955.
Marita Lindquist, a finn novelist, was born in 1918.
Bill Geivett, a american director of major league operations, was ______","Rodney Smith, a american photography : 1947.
Anne Hearst, a american heiress , socialite , philanthropist : 1955.
Marita Lindquist, a finn novelist : 1918.
Bill Geivett, a american director of major league operations, was ______",1963,12,10.0,born in 1963.,born in 1963.
418,"Gregory Reyes, a united states businessman, was born in 1962.
David Edgar, a british playwright, was born in 1948.
Elco Brinkman, a dutch politician civil servant corporate director, was born in 1948.
John Bulwer, a english physician, was ______","Gregory Reyes, a united states businessman : 1962.
David Edgar, a british playwright : 1948.
Elco Brinkman, a dutch politician civil servant corporate director : 1948.
John Bulwer, a english physician, was ______",1606,31,39.666666666666664,born in 1606.,born in 1606.
419,"Liza Monroy, a american novelist, was born in 1979.
Syed Saleem Shahzad, a pakistani journalist, was born in 1970.
John Steptoe, a american author, was born in 1950.
J. D. Williams, a american actor, was ______","Liza Monroy, a american novelist : 1979.
Syed Saleem Shahzad, a pakistani journalist : 1970.
John Steptoe, a american author : 1950.
J. D. Williams, a american actor, was ______",1978,16,22.666666666666668,born in 1978.,born in 1978.
420,"Martin Walker, a british reporter and novelist, was born in 1947.
Norman Fitzroy Maclean, a american author english literature professor, was born in 1902.
Nicholas Joseph `` Nick '' Lorusso, a american attorney, was born in 1967.
Jandhyala Papayya Sastry, a indian lecturer, was ______","Martin Walker, a british reporter and novelist : 1947.
Norman Fitzroy Maclean, a american author english literature professor : 1902.
Nicholas Joseph `` Nick '' Lorusso, a american attorney : 1967.
Jandhyala Papayya Sastry, a indian lecturer, was ______",1912,3,27.333333333333332,born in 1928.,born in 1938.
421,"Allen Ginsberg, a american writer , poet, was born in 1926.
Kunio Busujima, a japanese chairman and founder , sankyo, was born in 1925.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,, was born in 1949.
Madhuri Dixit, a indian actress, was ______","Allen Ginsberg, a american writer , poet : 1926.
Kunio Busujima, a japanese chairman and founder , sankyo : 1925.
Myroslav Frankovych Marynovych, a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer , : 1949.
Madhuri Dixit, a indian actress, was ______",1967,301,81.66666666666667,born in 1967.,born in 1967.
422,"Boudewijn Bouckaert, a belgian politician , professor, was born in 1947.
Frank Yerby, a american historical novelist, was born in 1916.
Cephas Yao Agbemenu, a ghanaian artist -- art professor, was born in 1951.
Joel Greenblatt, a united states founder chairman of the board of alliant techsystems of the new york securities auction corporation former, was ______","Boudewijn Bouckaert, a belgian politician , professor : 1947.
Frank Yerby, a american historical novelist : 1916.
Cephas Yao Agbemenu, a ghanaian artist -- art professor : 1951.
Joel Greenblatt, a united states founder chairman of the board of alliant techsystems of the new york securities auction corporation former, was ______",1957,44,15.666666666666666,born in 1957.,born in 1957.
423,"Carlos Tramontina, a brazilian journalist and anchor, was born in 1956.
Larry Weinberg, a united states real estate developer, was born in 1926.
Nicholas Joseph `` Nick '' Lorusso, a american attorney, was born in 1967.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk, was ______","Carlos Tramontina, a brazilian journalist and anchor : 1956.
Larry Weinberg, a united states real estate developer : 1926.
Nicholas Joseph `` Nick '' Lorusso, a american attorney : 1967.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk, was ______",1883,468,9.0,born in 1883.,born in 1883.
424,"Rajasulochana, a indian actress, was born in 1935.
Jose Maria Panganiban, a philippines filipino writer , journalist, was born in 1863.
Karl Dallas, a british journalist campaigner , record producer , broadcaster , musician , author , playwright , peace, was born in 1931.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was ______","Rajasulochana, a indian actress : 1935.
Jose Maria Panganiban, a philippines filipino writer , journalist : 1863.
Karl Dallas, a british journalist campaigner , record producer , broadcaster , musician , author , playwright , peace : 1931.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was ______",1937,20,15.333333333333334,born in 1937.,born in 1937.
425,"Ferdinand Édouard Buisson, a french politician, was born in 1841.
Simon Lokodo, a ugandan former catholic priest & politician, was born in 1957.
Gathie Falk, a canadian artist, was born in 1928.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was ______","Ferdinand Édouard Buisson, a french politician : 1841.
Simon Lokodo, a ugandan former catholic priest & politician : 1957.
Gathie Falk, a canadian artist : 1928.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was ______",1955,1,16.666666666666668,born in 1955.,born in 1955.
426,"Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was born in 1879.
Sergio Bruni, a italian singer actor guitarist songwriter, was born in 1921.
Kentaro Miura, a japanese manga artist, was born in 1966.
Joe Bob Briggs, a american film critic , writer , actor, was ______","Paul Tirard, a french chairman of the inter-allied rhineland high commission . : 1879.
Sergio Bruni, a italian singer actor guitarist songwriter : 1921.
Kentaro Miura, a japanese manga artist : 1966.
Joe Bob Briggs, a american film critic , writer , actor, was ______",1953,63,24.666666666666668,born in 1953.,born in 1953.
427,"Helen Cohn Schucman, a american professor of medical psychology , columbia university, was born in 1909.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk, was born in 1883.
Imelda Therinne, a indonesian actress model, was born in 1982.
Detlef Franke, a german egyptologist, was ______","Helen Cohn Schucman, a american professor of medical psychology , columbia university : 1909.
Urmuz Demetru Dem . Demetrescu-Buzău, a romanian writer , humorist , judge , clerk : 1883.
Imelda Therinne, a indonesian actress model : 1982.
Detlef Franke, a german egyptologist, was ______",1952,4,165.33333333333334,born in 1952.,born in 1952.
428,"Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist, was born in 1950.
Richard Wynne, a australian social worker, was born in 1955.
Phill Lewis, a american actor , comedian , television director, was born in 1968.
James Logan, a irish statesman , scholar, was ______","Philip Lee Williams, a american novelist and composer , journalist , poet , film-maker , essayist : 1950.
Richard Wynne, a australian social worker : 1955.
Phill Lewis, a american actor , comedian , television director : 1968.
James Logan, a irish statesman , scholar, was ______",1674,47,10.666666666666666,born in 1674.,born in 1674.
429,"K. Tempest Bradford, a american writer , editor, was born in 1978.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and, was born in 1975.
Joe Bob Briggs, a american film critic , writer , actor, was born in 1953.
Gus Levy, a united states investment banker, was ______","K. Tempest Bradford, a american writer , editor : 1978.
Dave Sharma, a australian senior trade career officer with department of foreign affairs and : 1975.
Joe Bob Briggs, a american film critic , writer , actor : 1953.
Gus Levy, a united states investment banker, was ______",1910,3,57.0,born in 1910.,born in 1910.
430,"Neel Mukherjee, a indian novelist, was born in 1970.
Sally Salminen, a finnish writer, was born in 1906.
Baldemar Velásquez, a american labor leader, was born in 1947.
Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was ______","Neel Mukherjee, a indian novelist : 1970.
Sally Salminen, a finnish writer : 1906.
Baldemar Velásquez, a american labor leader : 1947.
Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was ______",1879,5,40.0,born in 1879.,born in 1879.
431,"Adão Pretto, a brazilian farmer statesman, was born in 1945.
İdris Naim Şahin, a turkish politician, was born in 1956.
Lois W. Kolkhorst, a american businesswoman, was born in 1964.
Sneha Anne Philip, a indian american physician, was ______","Adão Pretto, a brazilian farmer statesman : 1945.
İdris Naim Şahin, a turkish politician : 1956.
Lois W. Kolkhorst, a american businesswoman : 1964.
Sneha Anne Philip, a indian american physician, was ______",1969,0,6.666666666666667,born in 1969.,born in 1969.
432,"Abram Edward Fitkin, a american investment banker and philanthropist, was born in 1878.
Tarundeep Rai, a indian archery, was born in 1984.
Bouck White, a american novelist , minister , political activist , potter, was born in 1874.
Michael Jeter, a american actor, was ______","Abram Edward Fitkin, a american investment banker and philanthropist : 1878.
Tarundeep Rai, a indian archery : 1984.
Bouck White, a american novelist , minister , political activist , potter : 1874.
Michael Jeter, a american actor, was ______",1952,14,170.0,born in 1952.,born in 1952.
433,"Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was born in 1904.
Jandhyala Papayya Sastry, a indian lecturer, was born in 1912.
Abram Edward Fitkin, a american investment banker and philanthropist, was born in 1878.
Gotō Shōjirō, a japanese politician , cabinet minister, was ______","Ken ` Ichi Enomoto, a japanese comedian , film and stage actor : 1904.
Jandhyala Papayya Sastry, a indian lecturer : 1912.
Abram Edward Fitkin, a american investment banker and philanthropist : 1878.
Gotō Shōjirō, a japanese politician , cabinet minister, was ______",1838,1,153.66666666666666,born in 1838.,born in 1838.
434,"Rajasulochana, a indian actress, was born in 1935.
Imelda Therinne, a indonesian actress model, was born in 1982.
Eleanor Shipley Duckett, a english historian , philologist , writer , professor, was born in 1880.
Hülya Koçyiğit, a turkish film actress, was ______","Rajasulochana, a indian actress : 1935.
Imelda Therinne, a indonesian actress model : 1982.
Eleanor Shipley Duckett, a english historian , philologist , writer , professor : 1880.
Hülya Koçyiğit, a turkish film actress, was ______",1947,2,8.333333333333334,born in 1947.,born in 1947.
435,"Christian Führer, a german pastor, was born in 1943.
Carl Cook, a american ceo , cook group, was born in 1962.
Herman Brusselmans, a belgian novelist , poet , playwright , columnist, was born in 1957.
Neel Mukherjee, a indian novelist, was ______","Christian Führer, a german pastor : 1943.
Carl Cook, a american ceo , cook group : 1962.
Herman Brusselmans, a belgian novelist , poet , playwright , columnist : 1957.
Neel Mukherjee, a indian novelist, was ______",1970,6,10.0,born in 1970.,born in 1970.
436,"Myron Brinig, a jewish-american novelist, was born in 1896.
Gotō Shōjirō, a japanese politician , cabinet minister, was born in 1838.
Ramakrishna Ranga Rao, a indian politician, was born in 1901.
Denis Scheck, a german journalist , literary critic, was ______","Myron Brinig, a jewish-american novelist : 1896.
Gotō Shōjirō, a japanese politician , cabinet minister : 1838.
Ramakrishna Ranga Rao, a indian politician : 1901.
Denis Scheck, a german journalist , literary critic, was ______",1964,4,20.333333333333332,born in 1964.,born in 1964.
437,"Lawrence Paros, a american writer , educator , filmmaker, was born in 1934.
David Gordon, a american libertarian philosopher and intellectual historian, was born in 1948.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group, was born in 1935.
Ercan Yazgan, a turkish actor , comedian, was ______","Lawrence Paros, a american writer , educator , filmmaker : 1934.
David Gordon, a american libertarian philosopher and intellectual historian : 1948.
Sir Anwar Pervez, a uk british pakistanpakistani chairman bestway group : 1935.
Ercan Yazgan, a turkish actor , comedian, was ______",1946,4,23.333333333333332,born in 1946.,born in 1946.
438,"Alf Rehn, a finnish professor , author , speaker, was born in 1972.
Ivan Focht, a croat philosopher , mycologist, was born in 1927.
Anne Hearst, a american heiress , socialite , philanthropist, was born in 1955.
Carmella Decesare, a american model , professional wrestler, was ______","Alf Rehn, a finnish professor , author , speaker : 1972.
Ivan Focht, a croat philosopher , mycologist : 1927.
Anne Hearst, a american heiress , socialite , philanthropist : 1955.
Carmella Decesare, a american model , professional wrestler, was ______",1982,0,14.333333333333334,born in 1982.,born in 1982.
439,"Tim Brabants, a british doctor, was born in 1977.
Ghulam Abbas, a pakistani writer , magazine editor , translator, was born in 1909.
Lou Brutus, a american radio personality radio programmer voice over talent musician photographer, was born in 1962.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was ______","Tim Brabants, a british doctor : 1977.
Ghulam Abbas, a pakistani writer , magazine editor , translator : 1909.
Lou Brutus, a american radio personality radio programmer voice over talent musician photographer : 1962.
Tor Berger Jørgensen, a norwegian priest , provost , bishop, was ______",1945,9,25.333333333333332,born in 1950.,born in 1950.
440,"Edward Topol, a american novelist , screen writer , essayist ., was born in 1938.
Dorothy B. Porter, a american librarian bibliographer curator, was born in 1905.
Steven Charles Witkoff, a united states real estate investor, was born in 1957.
Ely Jacques Kahn, a american architect, was ______","Edward Topol, a american novelist , screen writer , essayist . : 1938.
Dorothy B. Porter, a american librarian bibliographer curator : 1905.
Steven Charles Witkoff, a united states real estate investor : 1957.
Ely Jacques Kahn, a american architect, was ______",1884,21,14.333333333333334,born in 1884.,born in 1884.
441,"Göran Stangertz, a swedish actor , film director , theater director, was born in 1944.
Ayşe Arman, a turkish columnist , journalist, was born in 1969.
Syed Saleem Shahzad, a pakistani journalist, was born in 1970.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was ______","Göran Stangertz, a swedish actor , film director , theater director : 1944.
Ayşe Arman, a turkish columnist , journalist : 1969.
Syed Saleem Shahzad, a pakistani journalist : 1970.
Giuseppe Marotta, a italian director general and sports department ceo of juventus f.c., was ______",1957,32,19.333333333333332,born in 1957.,born in 1957.
442,"Luis Leante, a spanish latin professor , novelist, was born in 1963.
Ján Kollár, a slovak writer , poet , pastor, was born in 1793.
Liam Cunningham, a irish actor , director , producer , electrician, was born in 1961.
Boudewijn Bouckaert, a belgian politician , professor, was ______","Luis Leante, a spanish latin professor , novelist : 1963.
Ján Kollár, a slovak writer , poet , pastor : 1793.
Liam Cunningham, a irish actor , director , producer , electrician : 1961.
Boudewijn Bouckaert, a belgian politician , professor, was ______",1947,4,12.0,born in 1947.,born in 1947.
443,"Mansaku Itami, a japanese film director , screenwriter, was born in 1900.
Vijay Govindarajan, a united states professor and consultant, was born in 1949.
John G. Gabbert, a united states associate justice of the california court of appeals, was born in 1909.
Myron Brinig, a jewish-american novelist, was ______","Mansaku Itami, a japanese film director , screenwriter : 1900.
Vijay Govindarajan, a united states professor and consultant : 1949.
John G. Gabbert, a united states associate justice of the california court of appeals : 1909.
Myron Brinig, a jewish-american novelist, was ______",1896,21,10.666666666666666,born in 1896.,born in 1896.
444,"Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator, was born in 1969.
Owsley Brown Frazier, a american executive , entrepreneur, was born in 1935.
Vasili Mitrokhin, a russian , british military, was born in 1922.
Sax Rohmer, a british novelist, was ______","Radu Pavel Gheo, a romanian novelist ) from english ( , short story writer , essayist , translator : 1969.
Owsley Brown Frazier, a american executive , entrepreneur : 1935.
Vasili Mitrokhin, a russian , british military : 1922.
Sax Rohmer, a british novelist, was ______",1883,15,11.0,born in 1883.,born in 1883.
445,"Kārlis Irbītis, a latvian airplane designer, was born in 1904.
Richard Cayne Perry, a united states hedge fund manager, was born in 1955.
Anthony Julian, a american attorney judge, was born in 1902.
Kentaro Miura, a japanese manga artist, was ______","Kārlis Irbītis, a latvian airplane designer : 1904.
Richard Cayne Perry, a united states hedge fund manager : 1955.
Anthony Julian, a american attorney judge : 1902.
Kentaro Miura, a japanese manga artist, was ______",1966,66,9.666666666666666,born in 1966.,born in 1966.
446,"Dorothy Spruill Redford, a american author , historian, was born in 1943.
Ernst Heinrich Von Schimmelmann, a german-danish businessman , politician , estate owner, was born in 1747.
Christian Mckay, a british actor, was born in 1973.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician, was ______","Dorothy Spruill Redford, a american author , historian : 1943.
Ernst Heinrich Von Schimmelmann, a german-danish businessman , politician , estate owner : 1747.
Christian Mckay, a british actor : 1973.
Jeffrey Arthur Koterba, a american editorial cartoonist & musician, was ______",1961,13,13.0,born in 1963.,born in 1963.
447,"Rodney Smith, a american photography, was born in 1947.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator, was born in 1929.
Pawel Szajda, a american actor, was born in 1982.
Crispin Odey, a british investor , fund manager, was ______","Rodney Smith, a american photography : 1947.
Afe Babalola, a nigerian lawyer farmer educationist educational administrator : 1929.
Pawel Szajda, a american actor : 1982.
Crispin Odey, a british investor , fund manager, was ______",1959,74,10.333333333333334,born in 1959.,born in 1959.
448,"Torgrim Sørnes, a norwegian author , physician, was born in 1956.
Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '', was born in 1944.
Eamonn Andrews Cbe, a irish television and radio presenter, was born in 1922.
Pentti Aalto, a finnish linguist, was ______","Torgrim Sørnes, a norwegian author , physician : 1956.
Gérard Feldzer, a french former ) french air and space museum ( head of the '' musée de l'air '' : 1944.
Eamonn Andrews Cbe, a irish television and radio presenter : 1922.
Pentti Aalto, a finnish linguist, was ______",1917,2,14.333333333333334,born in 1917.,born in 1917.
449,"Alan Schwarz, a american journalist, was born in 1968.
Manuel Hedilla, a spanish mechanic, was born in 1902.
Wallace Souza, a brazilian presenter , politician, was born in 1958.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force, was ______","Alan Schwarz, a american journalist : 1968.
Manuel Hedilla, a spanish mechanic : 1902.
Wallace Souza, a brazilian presenter , politician : 1958.
Anton Nikolaevich Shkaplerov, a russian colonel , russian air force, was ______",1972,16,32.333333333333336,born in 1972.,born in 1972.
450,"José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator ,, was born in 1827.
Ken ` Ichi Enomoto, a japanese comedian , film and stage actor, was born in 1904.
Thomas Ley, a english solicitor, was born in 1880.
Ivan Focht, a croat philosopher , mycologist, was ______","José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator , : 1827.
Ken ` Ichi Enomoto, a japanese comedian , film and stage actor : 1904.
Thomas Ley, a english solicitor : 1880.
Ivan Focht, a croat philosopher , mycologist, was ______",1927,5,9.0,born in 1927.,born in 1927.
451,"Geoffrey Brock, a american poet translator professor, was born in 1964.
Magnus André De Merindol Malan, a south african politician and military chief, was born in 1930.
Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director, was born in 1928.
Ľudo Ondrejov, a slovak author, was ______","Geoffrey Brock, a american poet translator professor : 1964.
Magnus André De Merindol Malan, a south african politician and military chief : 1930.
Brian Ronald Macdonald, a canadian teacher , dancer , choreographer , director : 1928.
Ľudo Ondrejov, a slovak author, was ______",1901,2,37.333333333333336,born in 1901.,born in 1901.
452,"Michael Robertson, a american entrepreneur, was born in 1967.
Tim Brabants, a british doctor, was born in 1977.
Henryk Marcin Broder, a german journalist , author, was born in 1946.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was ______","Michael Robertson, a american entrepreneur : 1967.
Tim Brabants, a british doctor : 1977.
Henryk Marcin Broder, a german journalist , author : 1946.
Dana דנה אינטרנשיונל ( International ) דנה אינטרנשיונל ( Dana International ), a israeli singer-songwriter, was ______",1969,25,11.0,born in 1972.,born in 1972.
453,"Anne Hearst, a american heiress , socialite , philanthropist, was born in 1955.
Isabella Ferrari, a italian actress, was born in 1964.
Oh Yoon, a south korea painter , printmaker, was born in 1946.
Inna Tsymbalyuk, a 22px ukrainian actress & model, was ______","Anne Hearst, a american heiress , socialite , philanthropist : 1955.
Isabella Ferrari, a italian actress : 1964.
Oh Yoon, a south korea painter , printmaker : 1946.
Inna Tsymbalyuk, a 22px ukrainian actress & model, was ______",1985,2,15.666666666666666,born in 1985.,born in 1985.
454,"Domenico Dolce, a italian fashion designer, was born in 1958.
Janny Wurts, a american author , illustrator, was born in 1953.
Bernard E. Rollin, a american professor biomedical sciences colorado state university of philosophy professor of animal sciences professor of, was born in 1943.
James Argent, a british television personality , singer , radio dj, was ______","Domenico Dolce, a italian fashion designer : 1958.
Janny Wurts, a american author , illustrator : 1953.
Bernard E. Rollin, a american professor biomedical sciences colorado state university of philosophy professor of animal sciences professor of : 1943.
James Argent, a british television personality , singer , radio dj, was ______",1987,13,18.0,born in 1987.,born in 1987.
455,"Amber Creek, a american student, was born in 1982.
Pawel Szajda, a american actor, was born in 1982.
Eleanor Shipley Duckett, a english historian , philologist , writer , professor, was born in 1880.
Sally Salminen, a finnish writer, was ______","Amber Creek, a american student : 1982.
Pawel Szajda, a american actor : 1982.
Eleanor Shipley Duckett, a english historian , philologist , writer , professor : 1880.
Sally Salminen, a finnish writer, was ______",1906,1,34.666666666666664,born in 1906.,born in 1906.
456,"Gerolf Annemans, a belgium politician, was born in 1958.
Horace Gundry Alexander, a british pacifist ornithologist, was born in 1889.
Richard Greene, a canadian poet , biographer , critic, was born in 1961.
David J. Hamer, a australian naval officer, was ______","Gerolf Annemans, a belgium politician : 1958.
Horace Gundry Alexander, a british pacifist ornithologist : 1889.
Richard Greene, a canadian poet , biographer , critic : 1961.
David J. Hamer, a australian naval officer, was ______",1923,9,9.666666666666666,born in 1923.,born in 1923.
457,"General Gordon Baker Jr. ., a american autoworker, was born in 1941.
José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator ,, was born in 1827.
Michael Robertson, a american entrepreneur, was born in 1967.
Ling Tan, a malaysian fashion model, was ______","General Gordon Baker Jr. ., a american autoworker : 1941.
José Manuel Marroquín, a colombian farmer politician ) planter ( , writer , educator , : 1827.
Michael Robertson, a american entrepreneur : 1967.
Ling Tan, a malaysian fashion model, was ______",1974,42,19.333333333333332,born in 1974.,born in 1974.
458,"Matthieu Ricard, a french buddhist monk, was born in 1946.
Ian Clarke, a british and ugandan physician politician businessman philanthropist entrepreneur, was born in 1952.
Lionel J. A. Monckton, a british english writer , composer, was born in 1861.
Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was ______","Matthieu Ricard, a french buddhist monk : 1946.
Ian Clarke, a british and ugandan physician politician businessman philanthropist entrepreneur : 1952.
Lionel J. A. Monckton, a british english writer , composer : 1861.
Pierre De Chaignon La Rose, a american academic ; heraldic designer and artist, was ______",1871,45,19.333333333333332,born in 1871.,born in 1871.
459,"William Haines, a american actor , interior designer, was born in 1900.
Lily Addison, a australian architect, was born in 1885.
Andy Weir, a american novelist , programmer, was born in 1972.
Tomás António Gonzaga, a portuguese poet , jurist , activist, was ______","William Haines, a american actor , interior designer : 1900.
Lily Addison, a australian architect : 1885.
Andy Weir, a american novelist , programmer : 1972.
Tomás António Gonzaga, a portuguese poet , jurist , activist, was ______",1744,3,31.666666666666668,born in 1744.,born in 1744.
460,"James Logan, a irish statesman , scholar, was born in 1674.
Eamonn Andrews Cbe, a irish television and radio presenter, was born in 1922.
Ian Angus, a canadian professor , writer, was born in 1949.
Francisco Herrera Luque, a venezuelan psychiatrist , writer , diplomat, was ______","James Logan, a irish statesman , scholar : 1674.
Eamonn Andrews Cbe, a irish television and radio presenter : 1922.
Ian Angus, a canadian professor , writer : 1949.
Francisco Herrera Luque, a venezuelan psychiatrist , writer , diplomat, was ______",1927,0,24.666666666666668,born in 1927.,born in 1927.
461,"Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot, was born in 1969.
Howard Thurston, a american us magician, was born in 1869.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was born in 1955.
Gene Tierney, a american actress, was ______","Anatoli Alekseievich Ivanishin Анатолий Алексеевич Иванишин, a russian pilot : 1969.
Howard Thurston, a american us magician : 1869.
کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor : 1955.
Gene Tierney, a american actress, was ______",1920,76,7.333333333333333,born in 1920.,born in 1920.
462,"Jeffrey Gural, a united states real estate developer, was born in 1942.
Pablo Fanque, a uk circus proprietor ; equestrian performer, was born in 1810.
László Botka, a hungarian politician , mp , mayor, was born in 1973.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician, was ______","Jeffrey Gural, a united states real estate developer : 1942.
Pablo Fanque, a uk circus proprietor ; equestrian performer : 1810.
László Botka, a hungarian politician , mp , mayor : 1973.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician, was ______",1908,36,31.666666666666668,born in 1908.,born in 1908.
463,"Lévon Sayan, a french and armenian tenor producer impresario, was born in 1934.
Ann Rutherford, a canadian-american actress, was born in 1917.
William Rosenberg, a united states entrepreneur, was born in 1916.
Amber Creek, a american student, was ______","Lévon Sayan, a french and armenian tenor producer impresario : 1934.
Ann Rutherford, a canadian-american actress : 1917.
William Rosenberg, a united states entrepreneur : 1916.
Amber Creek, a american student, was ______",1982,67,16.333333333333332,born in 1982.,born in 1982.
